qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	extra3	extra4	extra5	gene_id_raw	gene_id_norm	orthogroup
qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped
qseqid	sseqid	pident	length	evalue	bitscore	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped
NP_999774.1	2_4090	92.33	339	2.15e-170	477.0	Lvar_XP_041458881	Lvar_XP_041458881	OG0000947	Lvar_XP_041458881	Lvar_XP_041458881	OG0000947	Lvar_XP_041458881	Lvar_XP_041458881	OG0000947
NP_999774.1	2_4087	69.231	65	2.18e-26	107.0	Lvar_XP_041458880	Lvar_XP_041458880	OG0013231	Lvar_XP_041458880	Lvar_XP_041458880	OG0013231	Lvar_XP_041458880	Lvar_XP_041458880	OG0013231
NP_999774.1	2_3928	67.692	65	1.7699999999999998e-23	100.0	Lvar_XP_041458878	Lvar_XP_041458878	OG0000947	Lvar_XP_041458878	Lvar_XP_041458878	OG0000947	Lvar_XP_041458878	Lvar_XP_041458878	OG0000947
NP_999774.1	2_31207	65.0	60	3.2e-23	98.2	Lvar_XP_041476074	Lvar_XP_041476074	OG0000947	Lvar_XP_041476074	Lvar_XP_041476074	OG0000947	Lvar_XP_041476074	Lvar_XP_041476074	OG0000947
NP_999774.1	2_15003	58.462	65	2.43e-20	89.4	Lvar_XP_041457362	Lvar_XP_041457362	OG0012546	Lvar_XP_041457362	Lvar_XP_041457362	OG0012546	Lvar_XP_041457362	Lvar_XP_041457362	OG0012546
NP_999774.1	2_3924	43.878	98	6.12e-19	86.7	Lvar_XP_041458877	Lvar_XP_041458877	OG0008182	Lvar_XP_041458877	Lvar_XP_041458877	OG0008182	Lvar_XP_041458877	Lvar_XP_041458877	OG0008182
NP_999774.1	2_3908	49.425	87	1.87e-18	84.7	Lvar_XP_041458873	Lvar_XP_041458873	OG0003736	Lvar_XP_041458873	Lvar_XP_041458873	OG0003736	Lvar_XP_041458873	Lvar_XP_041458873	OG0003736
NP_999774.1	2_3912	53.247	77	2.5e-18	84.3	Lvar_XP_041458874	Lvar_XP_041458874	OG0003736	Lvar_XP_041458874	Lvar_XP_041458874	OG0003736	Lvar_XP_041458874	Lvar_XP_041458874	OG0003736
NP_999774.1	2_3920	63.793	58	1.63e-17	82.4	Lvar_XP_041458876	Lvar_XP_041458876	OG0003736	Lvar_XP_041458876	Lvar_XP_041458876	OG0003736	Lvar_XP_041458876	Lvar_XP_041458876	OG0003736
NP_999774.1	2_14613	47.368	76	5.9e-16	78.6	Lvar_XP_041460560	Lvar_XP_041460560	OG0010862	Lvar_XP_041460560	Lvar_XP_041460560	OG0010862	Lvar_XP_041460560	Lvar_XP_041460560	OG0010862
NP_999774.1	2_5157	47.619	84	1.71e-15	77.4	Lvar_XP_041454245	Lvar_XP_041454245	OG0008235	Lvar_XP_041454245	Lvar_XP_041454245	OG0008235	Lvar_XP_041454245	Lvar_XP_041454245	OG0008235
NP_999774.1	2_4094	49.296	71	1.74e-15	77.4	Lvar_XP_041458882	Lvar_XP_041458882	OG0014062	Lvar_XP_041458882	Lvar_XP_041458882	OG0014062	Lvar_XP_041458882	Lvar_XP_041458882	OG0014062
NP_999774.1	2_18321	47.619	84	1.88e-15	77.4	Lvar_XP_041453999	Lvar_XP_041453999	OG0008235	Lvar_XP_041453999	Lvar_XP_041453999	OG0008235	Lvar_XP_041453999	Lvar_XP_041453999	OG0008235
