qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	extra3	extra4	extra5	gene_id_raw	gene_id_norm	orthogroup
qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped
qseqid	sseqid	pident	length	evalue	bitscore	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped
NP_999826.1	5_393	100.0	794	0.0	1653	Spurp_NP_999826	Spurp_NP_999826	OG0009762	Spurp_NP_999826	Spurp_NP_999826	OG0009762	Spurp_NP_999826	Spurp_NP_999826	OG0009762
BAV60720.1	5_393	95.924	736	0.0	1476	Spurp_NP_999826	Spurp_NP_999826	OG0009762	Spurp_NP_999826	Spurp_NP_999826	OG0009762	Spurp_NP_999826	Spurp_NP_999826	OG0009762
XP_041483779.1	5_393	80.769	806	0.0	1245	Spurp_NP_999826	Spurp_NP_999826	OG0009762	Spurp_NP_999826	Spurp_NP_999826	OG0009762	Spurp_NP_999826	Spurp_NP_999826	OG0009762
XP_054772675.2	5_393	81.491	805	0.0	1257	Spurp_NP_999826	Spurp_NP_999826	OG0009762	Spurp_NP_999826	Spurp_NP_999826	OG0009762	Spurp_NP_999826	Spurp_NP_999826	OG0009762
XP_072170421.1	5_393	57.551	841	0.0	847	Spurp_NP_999826	Spurp_NP_999826	OG0009762	Spurp_NP_999826	Spurp_NP_999826	OG0009762	Spurp_NP_999826	Spurp_NP_999826	OG0009762
KAJ8033353.1	5_393	44.301	772	2.46e-180	539	Spurp_NP_999826	Spurp_NP_999826	OG0009762	Spurp_NP_999826	Spurp_NP_999826	OG0009762	Spurp_NP_999826	Spurp_NP_999826	OG0009762
XP_071836508.1	5_393	44.504	746	3.68e-174	522	Spurp_NP_999826	Spurp_NP_999826	OG0009762	Spurp_NP_999826	Spurp_NP_999826	OG0009762	Spurp_NP_999826	Spurp_NP_999826	OG0009762
XP_033645045.1	5_393	43.329	757	7.67e-156	474	Spurp_NP_999826	Spurp_NP_999826	OG0009762	Spurp_NP_999826	Spurp_NP_999826	OG0009762	Spurp_NP_999826	Spurp_NP_999826	OG0009762
