qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	extra3	extra4	extra5	gene_id_raw	gene_id_norm	orthogroup
qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped
qseqid	sseqid	pident	length	evalue	bitscore	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped
XP_030845154.1	5_24139	100.0	433	0.0	902.0	Spurp_XP_030845154	Spurp_XP_030845154	OG0002980	Spurp_XP_030845154	Spurp_XP_030845154	OG0002980	Spurp_XP_030845154	Spurp_XP_030845154	OG0002980
XP_030845154.1	5_24138	97.523	444	0.0	893.0	Spurp_XP_030845153	Spurp_XP_030845153	OG0002980	Spurp_XP_030845153	Spurp_XP_030845153	OG0002980	Spurp_XP_030845153	Spurp_XP_030845153	OG0002980
XP_030845154.1	5_24137	100.0	426	0.0	888.0	Spurp_XP_030845152	Spurp_XP_030845152	OG0002980	Spurp_XP_030845152	Spurp_XP_030845152	OG0002980	Spurp_XP_030845152	Spurp_XP_030845152	OG0002980
XP_030845154.1	5_24136	100.0	426	0.0	887.0	Spurp_XP_030845151	Spurp_XP_030845151	OG0002980	Spurp_XP_030845151	Spurp_XP_030845151	OG0002980	Spurp_XP_030845151	Spurp_XP_030845151	OG0002980
XP_030845154.1	5_14522	50.385	260	2.21e-72	234.0	Spurp_XP_030835537	Spurp_XP_030835537	OG0002166	Spurp_XP_030835537	Spurp_XP_030835537	OG0002166	Spurp_XP_030835537	Spurp_XP_030835537	OG0002166
XP_030845154.1	5_14510	50.385	260	2.21e-72	234.0	Spurp_XP_030835525	Spurp_XP_030835525	OG0002166	Spurp_XP_030835525	Spurp_XP_030835525	OG0002166	Spurp_XP_030835525	Spurp_XP_030835525	OG0002166
XP_030845154.1	5_14509	50.0	262	8.51e-72	236.0	Spurp_XP_030835524	Spurp_XP_030835524	OG0002166	Spurp_XP_030835524	Spurp_XP_030835524	OG0002166	Spurp_XP_030835524	Spurp_XP_030835524	OG0002166
XP_030845154.1	5_6389	50.0	262	8.51e-72	236.0	Spurp_XP_011681973	Spurp_XP_011681973	OG0002166	Spurp_XP_011681973	Spurp_XP_011681973	OG0002166	Spurp_XP_011681973	Spurp_XP_011681973	OG0002166
XP_030845154.1	5_14521	50.385	260	9.21e-72	236.0	Spurp_XP_030835536	Spurp_XP_030835536	OG0002166	Spurp_XP_030835536	Spurp_XP_030835536	OG0002166	Spurp_XP_030835536	Spurp_XP_030835536	OG0002166
XP_030845154.1	5_14508	50.385	260	9.21e-72	236.0	Spurp_XP_030835523	Spurp_XP_030835523	OG0002166	Spurp_XP_030835523	Spurp_XP_030835523	OG0002166	Spurp_XP_030835523	Spurp_XP_030835523	OG0002166
XP_030845154.1	5_14520	50.385	260	9.23e-72	236.0	Spurp_XP_030835535	Spurp_XP_030835535	OG0002166	Spurp_XP_030835535	Spurp_XP_030835535	OG0002166	Spurp_XP_030835535	Spurp_XP_030835535	OG0002166
XP_030845154.1	5_14507	50.385	260	9.23e-72	236.0	Spurp_XP_030835522	Spurp_XP_030835522	OG0002166	Spurp_XP_030835522	Spurp_XP_030835522	OG0002166	Spurp_XP_030835522	Spurp_XP_030835522	OG0002166
XP_030845154.1	5_34873	71.654	127	2.1700000000000003e-59	191.0	Spurp_XP_030855888	Spurp_XP_030855888	OG0001008	Spurp_XP_030855888	Spurp_XP_030855888	OG0001008	Spurp_XP_030855888	Spurp_XP_030855888	OG0001008
