qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	extra3	extra4	extra5	gene_id_raw	gene_id_norm	orthogroup
qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped
qseqid	sseqid	pident	length	evalue	bitscore	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped
XP_030845154.1	4_27677	97.418	426	0.0	866.0	PL37631	PL37631	OG0002980	PL37631	PL37631	OG0002980	PL37631	PL37631	OG0002980
XP_030845154.1	4_16891	45.483	321	9.53e-73	238.0	PL22960	PL22960	OG0002166	PL22960	PL22960	OG0002166	PL22960	PL22960	OG0002166
XP_030845154.1	4_16191	71.545	123	5.75e-56	193.0	PL22020	PL22020	OG0000968	PL22020	PL22020	OG0000968	PL22020	PL22020	OG0000968
XP_030845154.1	4_6910	68.702	131	1.41e-55	190.0	PL09138	PL09138	OG0001008	PL09138	PL09138	OG0001008	PL09138	PL09138	OG0001008
XP_030845154.1	4_28380	58.974	78	4.94e-25	106.0	PL38625	PL38625	OG0001260	PL38625	PL38625	OG0001260	PL38625	PL38625	OG0001260
XP_030845154.1	4_4981	52.83	106	3.72e-24	99.4	PL06689	PL06689	OG0001008	PL06689	PL06689	OG0001008	PL06689	PL06689	OG0001008
XP_030845154.1	4_17553	64.789	71	1.92e-23	102.0	PL23889	PL23889	OG0012866	PL23889	PL23889	OG0012866	PL23889	PL23889	OG0012866
XP_030845154.1	4_19509	61.644	73	1.15e-22	99.8	PL26491	PL26491	OG0010729	PL26491	PL26491	OG0010729	PL26491	PL26491	OG0010729
XP_030845154.1	4_7624	56.098	82	5.5100000000000004e-21	94.7	PL10034	PL10034	OG0012470	PL10034	PL10034	OG0012470	PL10034	PL10034	OG0012470
XP_030845154.1	4_17054	60.0	70	3.59e-20	90.5	PL23171	PL23171	OG0003228	PL23171	PL23171	OG0003228	PL23171	PL23171	OG0003228
XP_030845154.1	4_7917	52.564	78	3.96e-20	90.5	PL10416	PL10416	OG0012301	PL10416	PL10416	OG0012301	PL10416	PL10416	OG0012301
XP_030845154.1	4_1165	55.714	70	4.51e-19	89.0	PL01545	PL01545	OG0005227	PL01545	PL01545	OG0005227	PL01545	PL01545	OG0005227
XP_030845154.1	4_14995	63.793	58	4.75e-19	86.3	PL20290	PL20290	OG0002537	PL20290	PL20290	OG0002537	PL20290	PL20290	OG0002537
XP_030845154.1	4_7727	61.017	59	2.77e-18	81.6	PL10163	PL10163	OG0002187	PL10163	PL10163	OG0002187	PL10163	PL10163	OG0002187
XP_030845154.1	4_28215	49.351	77	1.47e-17	82.8	PL38398	PL38398	OG0006947	PL38398	PL38398	OG0006947	PL38398	PL38398	OG0006947
XP_030845154.1	4_16101	51.471	68	8.72e-17	80.9	PL21901	PL21901	OG0001661	PL21901	PL21901	OG0001661	PL21901	PL21901	OG0001661
XP_030845154.1	4_17292	43.0	100	9.48e-16	78.6	PL23503	PL23503	OG0001661	PL23503	PL23503	OG0001661	PL23503	PL23503	OG0001661
XP_030845154.1	4_935	53.846	52	6.76e-14	72.4	PL01247	PL01247	OG0004300	PL01247	PL01247	OG0004300	PL01247	PL01247	OG0004300
XP_030845154.1	4_5631	40.476	84	1.77e-12	67.8	PL07493	PL07493	OG0010862	PL07493	PL07493	OG0010862	PL07493	PL07493	OG0010862
XP_030845154.1	4_27214	42.857	77	8.85e-12	66.6	PL36999	PL36999	OG0006469	PL36999	PL36999	OG0006469	PL36999	PL36999	OG0006469
