qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	extra3	extra4	extra5	gene_id_raw	gene_id_norm	orthogroup
qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped
qseqid	sseqid	pident	length	evalue	bitscore	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped
NP_999670.1	1_6416	62.556	900	0.0	1086.0	XP_054766077	XP_054766077	OG0000054	XP_054766077	XP_054766077	OG0000054	XP_054766077	XP_054766077	OG0000054
NP_999670.1	1_29758	53.349	851	0.0	875.0	XP_063971681	XP_063971681	OG0000054	XP_063971681	XP_063971681	OG0000054	XP_063971681	XP_063971681	OG0000054
NP_999670.1	1_2815	51.432	873	0.0	872.0	XP_054754373	XP_054754373	OG0000054	XP_054754373	XP_054754373	OG0000054	XP_054754373	XP_054754373	OG0000054
NP_999670.1	1_21648	51.747	887	0.0	856.0	XP_063963571	XP_063963571	OG0000054	XP_063963571	XP_063963571	OG0000054	XP_063963571	XP_063963571	OG0000054
NP_999670.1	1_4659	49.77	868	0.0	769.0	XP_054759450	XP_054759450	OG0000054	XP_054759450	XP_054759450	OG0000054	XP_054759450	XP_054759450	OG0000054
NP_999670.1	1_2271	47.674	860	0.0	731.0	XP_054752891	XP_054752891	OG0000054	XP_054752891	XP_054752891	OG0000054	XP_054752891	XP_054752891	OG0000054
NP_999670.1	1_28406	47.592	872	0.0	724.0	XP_063970329	XP_063970329	OG0000054	XP_063970329	XP_063970329	OG0000054	XP_063970329	XP_063970329	OG0000054
NP_999670.1	1_5034	40.141	852	0.0	571.0	XP_054761061	XP_054761061	OG0000054	XP_054761061	XP_054761061	OG0000054	XP_054761061	XP_054761061	OG0000054
NP_999670.1	1_6315	39.655	870	0.0	560.0	XP_054765771	XP_054765771	OG0000054	XP_054765771	XP_054765771	OG0000054	XP_054765771	XP_054765771	OG0000054
NP_999670.1	1_12163	46.252	627	2.1e-161	487.0	XP_063954086	XP_063954086	OG0000054	XP_063954086	XP_063954086	OG0000054	XP_063954086	XP_063954086	OG0000054
NP_999670.1	1_12163	35.44	364	7.14e-51	191.0	XP_063954086	XP_063954086	OG0000054	XP_063954086	XP_063954086	OG0000054	XP_063954086	XP_063954086	OG0000054
NP_999670.1	1_8801	36.06	868	5.5e-160	490.0	XP_054774646	XP_054774646	OG0009472	XP_054774646	XP_054774646	OG0009472	XP_054774646	XP_054774646	OG0009472
NP_999670.1	1_8805	36.247	858	1.18e-153	474.0	XP_054774658	XP_054774658	OG0015101	XP_054774658	XP_054774658	OG0015101	XP_054774658	XP_054774658	OG0015101
NP_999670.1	1_1146	43.551	597	1.94e-145	445.0	XP_054750725	XP_054750725	OG0000054	XP_054750725	XP_054750725	OG0000054	XP_054750725	XP_054750725	OG0000054
NP_999670.1	1_5087	56.056	355	5.2199999999999996e-141	424.0	XP_054761588	XP_054761588	OG0000054	XP_054761588	XP_054761588	OG0000054	XP_054761588	XP_054761588	OG0000054
NP_999670.1	1_17380	54.201	369	1.03e-137	416.0	XP_063959303	XP_063959303	OG0000054	XP_063959303	XP_063959303	OG0000054	XP_063959303	XP_063959303	OG0000054
NP_999670.1	1_7868	38.71	558	1.57e-126	392.0	XP_054770914	XP_054770914	OG0000054	XP_054770914	XP_054770914	OG0000054	XP_054770914	XP_054770914	OG0000054
NP_999670.1	1_7256	29.736	908	3.75e-118	382.0	XP_054768824	XP_054768824	OG0000059	XP_054768824	XP_054768824	OG0000059	XP_054768824	XP_054768824	OG0000059
