qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	extra3	extra4	extra5	gene_id_raw	gene_id_norm	orthogroup
qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped
qseqid	sseqid	pident	length	evalue	bitscore	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped
XP_072176746.1	3_13612	80.008	2426	0.0	4157.0	MGLB13613	MGLB13613	OG0011363	MGLB13613	MGLB13613	OG0011363	MGLB13613	MGLB13613	OG0011363
XP_072176746.1	3_2676	31.954	1136	7.4e-143	499.0	MGLB02677	MGLB02677	OG0009864	MGLB02677	MGLB02677	OG0009864	MGLB02677	MGLB02677	OG0009864
XP_072176746.1	3_267	26.282	1092	1.06e-79	294.0	MGLB00268	MGLB00268	OG0000867	MGLB00268	MGLB00268	OG0000867	MGLB00268	MGLB00268	OG0000867
XP_072176746.1	3_267	27.41	529	1.0600000000000001e-29	130.0	MGLB00268	MGLB00268	OG0000867	MGLB00268	MGLB00268	OG0000867	MGLB00268	MGLB00268	OG0000867
XP_072176746.1	3_3728	28.246	439	5.830000000000001e-29	122.0	MGLB03729	MGLB03729	OG0010866	MGLB03729	MGLB03729	OG0010866	MGLB03729	MGLB03729	OG0010866
XP_072176746.1	3_2045	25.824	364	7.99e-20	93.6	MGLB02046	MGLB02046	OG0006481	MGLB02046	MGLB02046	OG0006481	MGLB02046	MGLB02046	OG0006481
XP_072176746.1	3_14689	26.277	274	1.45e-19	92.0	MGLB14690	MGLB14690	OG0001943	MGLB14690	MGLB14690	OG0001943	MGLB14690	MGLB14690	OG0001943
XP_072176746.1	3_16256	30.172	232	1.16e-17	86.7	MGLB16257	MGLB16257	OG0001868	MGLB16257	MGLB16257	OG0001868	MGLB16257	MGLB16257	OG0001868
XP_072176746.1	3_14789	28.0	250	3.1e-16	82.4	MGLB14790	MGLB14790	OG0001943	MGLB14790	MGLB14790	OG0001943	MGLB14790	MGLB14790	OG0001943
XP_072176746.1	3_12865	28.241	216	4.81e-13	73.2	MGLB12866	MGLB12866	OG0001492	MGLB12866	MGLB12866	OG0001492	MGLB12866	MGLB12866	OG0001492
XP_072176746.1	3_17620	26.284	331	4.91e-13	73.2	MGLB17621	MGLB17621	OG0001492	MGLB17621	MGLB17621	OG0001492	MGLB17621	MGLB17621	OG0001492
XP_072176746.1	3_2451	25.431	232	3.56e-11	68.6	MGLB02452	MGLB02452	OG0005468	MGLB02452	MGLB02452	OG0005468	MGLB02452	MGLB02452	OG0005468
XP_071510693.1	3_13612	80.132	2426	0.0	4162.0	MGLB13613	MGLB13613	OG0011363	MGLB13613	MGLB13613	OG0011363	MGLB13613	MGLB13613	OG0011363
XP_071510693.1	3_2676	31.842	1140	7.47e-143	499.0	MGLB02677	MGLB02677	OG0009864	MGLB02677	MGLB02677	OG0009864	MGLB02677	MGLB02677	OG0009864
XP_071510693.1	3_267	25.798	1097	6.4e-78	288.0	MGLB00268	MGLB00268	OG0000867	MGLB00268	MGLB00268	OG0000867	MGLB00268	MGLB00268	OG0000867
XP_071510693.1	3_267	27.221	529	2.1800000000000002e-29	129.0	MGLB00268	MGLB00268	OG0000867	MGLB00268	MGLB00268	OG0000867	MGLB00268	MGLB00268	OG0000867
XP_071510693.1	3_3728	29.863	365	7.760000000000001e-29	122.0	MGLB03729	MGLB03729	OG0010866	MGLB03729	MGLB03729	OG0010866	MGLB03729	MGLB03729	OG0010866
