qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	extra3	extra4	extra5	gene_id_raw	gene_id_norm	orthogroup
qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped
qseqid	sseqid	pident	length	evalue	bitscore	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped
XP_791983.2	5_37380	100.0	487	0.0	1013.0	Spurp_XP_791983	Spurp_XP_791983	OG0008749	Spurp_XP_791983	Spurp_XP_791983	OG0008749	Spurp_XP_791983	Spurp_XP_791983	OG0008749
XP_791983.2	5_36674	56.566	99	1.5e-30	124.0	Spurp_XP_786809	Spurp_XP_786809	OG0011421	Spurp_XP_786809	Spurp_XP_786809	OG0011421	Spurp_XP_786809	Spurp_XP_786809	OG0011421
XP_791983.2	5_38114	59.74	77	1.51e-28	117.0	Spurp_XP_798084	Spurp_XP_798084	OG0010380	Spurp_XP_798084	Spurp_XP_798084	OG0010380	Spurp_XP_798084	Spurp_XP_798084	OG0010380
XP_791983.2	5_242	56.0	75	2.57e-27	113.0	Spurp_NP_999639	Spurp_NP_999639	OG0009821	Spurp_NP_999639	Spurp_NP_999639	OG0009821	Spurp_NP_999639	Spurp_NP_999639	OG0009821
XP_791983.2	5_241	53.086	81	3.26e-26	108.0	Spurp_NP_999638	Spurp_NP_999638	OG0009825	Spurp_NP_999638	Spurp_NP_999638	OG0009825	Spurp_NP_999638	Spurp_NP_999638	OG0009825
XP_791983.2	5_240	48.81	84	7.07e-23	102.0	Spurp_NP_999637	Spurp_NP_999637	OG0002966	Spurp_NP_999637	Spurp_NP_999637	OG0002966	Spurp_NP_999637	Spurp_NP_999637	OG0002966
XP_791983.2	5_23612	48.81	84	8.579999999999999e-23	102.0	Spurp_XP_030844627	Spurp_XP_030844627	OG0002966	Spurp_XP_030844627	Spurp_XP_030844627	OG0002966	Spurp_XP_030844627	Spurp_XP_030844627	OG0002966
XP_791983.2	5_23611	48.81	84	9.989999999999999e-23	102.0	Spurp_XP_030844626	Spurp_XP_030844626	OG0002966	Spurp_XP_030844626	Spurp_XP_030844626	OG0002966	Spurp_XP_030844626	Spurp_XP_030844626	OG0002966
XP_791983.2	5_23609	48.81	84	9.989999999999999e-23	102.0	Spurp_XP_030844624	Spurp_XP_030844624	OG0002966	Spurp_XP_030844624	Spurp_XP_030844624	OG0002966	Spurp_XP_030844624	Spurp_XP_030844624	OG0002966
XP_791983.2	5_23608	48.81	84	9.989999999999999e-23	102.0	Spurp_XP_030844623	Spurp_XP_030844623	OG0002966	Spurp_XP_030844623	Spurp_XP_030844623	OG0002966	Spurp_XP_030844623	Spurp_XP_030844623	OG0002966
XP_791983.2	5_3319	46.067	89	1.25e-17	87.4	Spurp_XP_011663630	Spurp_XP_011663630	OG0012802	Spurp_XP_011663630	Spurp_XP_011663630	OG0012802	Spurp_XP_011663630	Spurp_XP_011663630	OG0012802
XP_791983.2	5_13211	27.511	229	6.26e-14	75.9	Spurp_XP_030834226	Spurp_XP_030834226	OG0000654	Spurp_XP_030834226	Spurp_XP_030834226	OG0000654	Spurp_XP_030834226	Spurp_XP_030834226	OG0000654
XP_791983.2	5_13195	27.511	229	6.78e-14	75.5	Spurp_XP_030834210	Spurp_XP_030834210	OG0000654	Spurp_XP_030834210	Spurp_XP_030834210	OG0000654	Spurp_XP_030834210	Spurp_XP_030834210	OG0000654
