qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	extra3	extra4	extra5	gene_id_raw	gene_id_norm	orthogroup
qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped
qseqid	sseqid	pident	length	evalue	bitscore	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped
XP_030835800.1	5_14785	100.0	574	0.0	1190.0	Spurp_XP_030835800	Spurp_XP_030835800	OG0011980	Spurp_XP_030835800	Spurp_XP_030835800	OG0011980	Spurp_XP_030835800	Spurp_XP_030835800	OG0011980
XP_030835800.1	5_18848	99.615	519	0.0	1072.0	Spurp_XP_030839863	Spurp_XP_030839863	OG0011980	Spurp_XP_030839863	Spurp_XP_030839863	OG0011980	Spurp_XP_030839863	Spurp_XP_030839863	OG0011980
XP_030835800.1	5_33233	32.155	283	4.2700000000000004e-47	172.0	Spurp_XP_030854248	Spurp_XP_030854248	OG0011255	Spurp_XP_030854248	Spurp_XP_030854248	OG0011255	Spurp_XP_030854248	Spurp_XP_030854248	OG0011255
XP_030835800.1	5_5064	33.444	302	3.32e-44	164.0	Spurp_XP_011674418	Spurp_XP_011674418	OG0003892	Spurp_XP_011674418	Spurp_XP_011674418	OG0003892	Spurp_XP_011674418	Spurp_XP_011674418	OG0003892
XP_030835800.1	5_4127	30.169	295	3.26e-40	153.0	Spurp_XP_011668533	Spurp_XP_011668533	OG0002685	Spurp_XP_011668533	Spurp_XP_011668533	OG0002685	Spurp_XP_011668533	Spurp_XP_011668533	OG0002685
XP_030835800.1	5_36065	32.759	290	8.99e-40	152.0	Spurp_XP_783329	Spurp_XP_783329	OG0003892	Spurp_XP_783329	Spurp_XP_783329	OG0003892	Spurp_XP_783329	Spurp_XP_783329	OG0003892
XP_030835800.1	5_814	27.974	311	3.55e-35	139.0	Spurp_XP_001199309	Spurp_XP_001199309	OG0013423	Spurp_XP_001199309	Spurp_XP_001199309	OG0013423	Spurp_XP_001199309	Spurp_XP_001199309	OG0013423
XP_030835800.1	5_36275	27.596	337	1.8e-32	129.0	Spurp_XP_784559	Spurp_XP_784559	OG0012627	Spurp_XP_784559	Spurp_XP_784559	OG0012627	Spurp_XP_784559	Spurp_XP_784559	OG0012627
XP_030835800.1	5_3736	24.768	323	1.1100000000000001e-31	130.0	Spurp_XP_011666026	Spurp_XP_011666026	OG0011405	Spurp_XP_011666026	Spurp_XP_011666026	OG0011405	Spurp_XP_011666026	Spurp_XP_011666026	OG0011405
XP_030835800.1	5_6595	24.079	353	2.03e-26	114.0	Spurp_XP_011683104	Spurp_XP_011683104	OG0009232	Spurp_XP_011683104	Spurp_XP_011683104	OG0009232	Spurp_XP_011683104	Spurp_XP_011683104	OG0009232
XP_030835800.1	5_11870	28.947	266	2.6e-24	104.0	Spurp_XP_030832885	Spurp_XP_030832885	OG0002936	Spurp_XP_030832885	Spurp_XP_030832885	OG0002936	Spurp_XP_030832885	Spurp_XP_030832885	OG0002936
XP_030835800.1	5_949	22.703	370	1.4399999999999997e-23	105.0	Spurp_XP_003723319	Spurp_XP_003723319	OG0003706	Spurp_XP_003723319	Spurp_XP_003723319	OG0003706	Spurp_XP_003723319	Spurp_XP_003723319	OG0003706
XP_030835800.1	5_25720	28.614	332	9.869999999999999e-23	101.0	Spurp_XP_030846735	Spurp_XP_030846735	OG0003092	Spurp_XP_030846735	Spurp_XP_030846735	OG0003092	Spurp_XP_030846735	Spurp_XP_030846735	OG0003092
