qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	extra3	extra4	extra5	gene_id_raw	gene_id_norm	orthogroup
qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped
qseqid	sseqid	pident	length	evalue	bitscore	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped
XP_011668891.1	4_3689	75.982	433	0.0	699.0	PL05084	PL05084	OG0009493	PL05084	PL05084	OG0009493	PL05084	PL05084	OG0009493
XP_011668891.1	4_4246	53.596	431	4.57e-162	463.0	PL05767	PL05767	OG0003243	PL05767	PL05767	OG0003243	PL05767	PL05767	OG0003243
XP_011668891.1	4_19622	27.851	456	4.1100000000000004e-49	174.0	PL26628	PL26628	OG0001342	PL26628	PL26628	OG0001342	PL26628	PL26628	OG0001342
XP_011668891.1	4_18909	27.876	452	1.77e-47	170.0	PL25729	PL25729	OG0001342	PL25729	PL25729	OG0001342	PL25729	PL25729	OG0001342
XP_011668891.1	4_26695	39.189	222	1.33e-42	157.0	PL36318	PL36318	OG0002840	PL36318	PL36318	OG0002840	PL36318	PL36318	OG0002840
XP_011668891.1	4_23743	28.502	414	8.16e-42	155.0	PL32324	PL32324	OG0000604	PL32324	PL32324	OG0000604	PL32324	PL32324	OG0000604
XP_011668891.1	4_26471	35.586	222	2.88e-39	147.0	PL36018	PL36018	OG0002840	PL36018	PL36018	OG0002840	PL36018	PL36018	OG0002840
XP_011668891.1	4_18929	34.247	219	6.06e-35	135.0	PL25755	PL25755	OG0011671	PL25755	PL25755	OG0011671	PL25755	PL25755	OG0011671
XP_011668891.1	4_16766	26.963	382	1.72e-33	130.0	PL22793	PL22793	OG0011978	PL22793	PL22793	OG0011978	PL22793	PL22793	OG0011978
XP_011668891.1	4_19667	34.632	231	2.6500000000000002e-33	131.0	PL26687	PL26687	OG0005847	PL26687	PL26687	OG0005847	PL26687	PL26687	OG0005847
XP_011668891.1	4_18052	24.476	429	4.42e-31	125.0	PL24565	PL24565	OG0010567	PL24565	PL24565	OG0010567	PL24565	PL24565	OG0010567
XP_011668891.1	4_19222	31.288	163	4.55e-22	98.2	PL26123	PL26123	OG0000604	PL26123	PL26123	OG0000604	PL26123	PL26123	OG0000604
XP_041461092.1	4_3689	76.443	433	0.0	704.0	PL05084	PL05084	OG0009493	PL05084	PL05084	OG0009493	PL05084	PL05084	OG0009493
XP_041461092.1	4_4246	53.256	430	1.12e-164	469.0	PL05767	PL05767	OG0003243	PL05767	PL05767	OG0003243	PL05767	PL05767	OG0003243
XP_041461092.1	4_26695	40.09	222	1e-46	168.0	PL36318	PL36318	OG0002840	PL36318	PL36318	OG0002840	PL36318	PL36318	OG0002840
XP_041461092.1	4_18909	27.586	406	6.95e-44	160.0	PL25729	PL25729	OG0001342	PL25729	PL25729	OG0001342	PL25729	PL25729	OG0001342
XP_041461092.1	4_26471	39.013	223	1.1700000000000002e-43	159.0	PL36018	PL36018	OG0002840	PL36018	PL36018	OG0002840	PL36018	PL36018	OG0002840
XP_041461092.1	4_23743	28.241	432	1.97e-41	154.0	PL32324	PL32324	OG0000604	PL32324	PL32324	OG0000604	PL32324	PL32324	OG0000604
XP_041461092.1	4_19622	25.604	414	1.45e-37	143.0	PL26628	PL26628	OG0001342	PL26628	PL26628	OG0001342	PL26628	PL26628	OG0001342
XP_041461092.1	4_19667	35.065	231	1.6299999999999999e-34	134.0	PL26687	PL26687	OG0005847	PL26687	PL26687	OG0005847	PL26687	PL26687	OG0005847
