qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	extra3	extra4	extra5	gene_id_raw	gene_id_norm	orthogroup
qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped
qseqid	sseqid	pident	length	evalue	bitscore	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped
NP_001073010.1	4_7011	92.216	167	1.0900000000000001e-86	263.0	PL09256	PL09256	OG0011261	PL09256	PL09256	OG0011261	PL09256	PL09256	OG0011261
NP_001073010.1	4_1458	63.636	110	2.9e-49	171.0	PL01921	PL01921	OG0010915	PL01921	PL01921	OG0010915	PL01921	PL01921	OG0010915
NP_001073010.1	4_30046	52.593	135	1.77e-37	142.0	PL40900	PL40900	OG0010277	PL40900	PL40900	OG0010277	PL40900	PL40900	OG0010277
NP_001073010.1	4_2491	64.13	92	4.65e-37	139.0	PL03351	PL03351	OG0010751	PL03351	PL03351	OG0010751	PL03351	PL03351	OG0010751
NP_001073010.1	4_27308	55.0	100	2.94e-35	134.0	PL37129	PL37129	OG0001157	PL37129	PL37129	OG0001157	PL37129	PL37129	OG0001157
NP_001073010.1	4_30149	60.0	90	8.46e-34	132.0	PL41031	PL41031	OG0006651	PL41031	PL41031	OG0006651	PL41031	PL41031	OG0006651
NP_001073010.1	4_29455	66.234	77	2.49e-33	123.0	PL40131	PL40131	OG0005134	PL40131	PL40131	OG0005134	PL40131	PL40131	OG0005134
NP_001073010.1	4_25669	51.136	88	2.1e-26	108.0	PL34923	PL34923	OG0004136	PL34923	PL34923	OG0004136	PL34923	PL34923	OG0004136
NP_001073010.1	4_24808	47.368	95	1.32e-25	108.0	PL33790	PL33790	OG0008119	PL33790	PL33790	OG0008119	PL33790	PL33790	OG0008119
NP_001073010.1	4_25328	47.17	106	2.16e-25	108.0	PL34496	PL34496	OG0010800	PL34496	PL34496	OG0010800	PL34496	PL34496	OG0010800
NP_001073010.1	4_7998	42.353	85	2.15e-18	87.4	PL10525	PL10525	OG0006217	PL10525	PL10525	OG0006217	PL10525	PL10525	OG0006217
NP_001073010.1	4_17357	35.652	115	1.48e-17	84.7	PL23583	PL23583	OG0007812	PL23583	PL23583	OG0007812	PL23583	PL23583	OG0007812
NP_001073010.1	4_4067	37.5	80	1.69e-15	79.0	PL05543	PL05543	OG0001504	PL05543	PL05543	OG0001504	PL05543	PL05543	OG0001504
NP_001073010.1	4_12872	41.463	82	4.79e-12	67.8	PL17055	PL17055	OG0008938	PL17055	PL17055	OG0008938	PL17055	PL17055	OG0008938
CAY90194.1	4_7011	88.69	168	4.29e-82	251.0	PL09256	PL09256	OG0011261	PL09256	PL09256	OG0011261	PL09256	PL09256	OG0011261
CAY90194.1	4_1458	63.636	110	2.1400000000000002e-49	171.0	PL01921	PL01921	OG0010915	PL01921	PL01921	OG0010915	PL01921	PL01921	OG0010915
CAY90194.1	4_2491	64.13	92	4.4200000000000004e-37	139.0	PL03351	PL03351	OG0010751	PL03351	PL03351	OG0010751	PL03351	PL03351	OG0010751
CAY90194.1	4_30046	51.852	135	9.710000000000001e-37	140.0	PL40900	PL40900	OG0010277	PL40900	PL40900	OG0010277	PL40900	PL40900	OG0010277
CAY90194.1	4_27308	55.0	100	2.5000000000000004e-35	134.0	PL37129	PL37129	OG0001157	PL37129	PL37129	OG0001157	PL37129	PL37129	OG0001157
CAY90194.1	4_30149	60.0	90	6.479999999999999e-34	132.0	PL41031	PL41031	OG0006651	PL41031	PL41031	OG0006651	PL41031	PL41031	OG0006651
