qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	extra3	extra4	extra5	gene_id_raw	gene_id_norm	orthogroup
qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped
qseqid	sseqid	pident	length	evalue	bitscore	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped
NP_999826.1	4_15158	80.467	814	0.0	1246	PL20521	PL20521	OG0009762	PL20521	PL20521	OG0009762	PL20521	PL20521	OG0009762
BAV60720.1	4_15158	80.53	755	0.0	1183	PL20521	PL20521	OG0009762	PL20521	PL20521	OG0009762	PL20521	PL20521	OG0009762
XP_041483779.1	4_15158	72.818	905	0.0	1181	PL20521	PL20521	OG0009762	PL20521	PL20521	OG0009762	PL20521	PL20521	OG0009762
XP_054772675.2	4_15158	73.141	901	0.0	1193	PL20521	PL20521	OG0009762	PL20521	PL20521	OG0009762	PL20521	PL20521	OG0009762
XP_072170421.1	4_15158	59.952	839	0.0	907	PL20521	PL20521	OG0009762	PL20521	PL20521	OG0009762	PL20521	PL20521	OG0009762
KAJ8033353.1	4_15158	44.865	740	0.0	547	PL20521	PL20521	OG0009762	PL20521	PL20521	OG0009762	PL20521	PL20521	OG0009762
XP_071836508.1	4_15158	44.459	749	3.61e-171	516	PL20521	PL20521	OG0009762	PL20521	PL20521	OG0009762	PL20521	PL20521	OG0009762
XP_033645045.1	4_15158	43.261	779	7.12e-161	489	PL20521	PL20521	OG0009762	PL20521	PL20521	OG0009762	PL20521	PL20521	OG0009762
