qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	extra3	extra4	extra5	gene_id_raw	gene_id_norm	orthogroup
qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped
qseqid	sseqid	pident	length	evalue	bitscore	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped
XP_030830137.1	3_19622	73.171	1640	0.0	2502.0	MGLB19623	MGLB19623	OG0001663	MGLB19623	MGLB19623	OG0001663	MGLB19623	MGLB19623	OG0001663
XP_030830137.1	3_18952	57.756	1631	0.0	2000.0	MGLB18953	MGLB18953	OG0001663	MGLB18953	MGLB18953	OG0001663	MGLB18953	MGLB18953	OG0001663
XP_030830137.1	3_10415	25.883	1557	1.42e-124	428.0	MGLB10416	MGLB10416	OG0009037	MGLB10416	MGLB10416	OG0009037	MGLB10416	MGLB10416	OG0009037
XP_030830137.1	3_10415	23.894	339	1.15e-14	79.7	MGLB10416	MGLB10416	OG0009037	MGLB10416	MGLB10416	OG0009037	MGLB10416	MGLB10416	OG0009037
XP_030830137.1	3_10415	24.242	396	1.34e-11	69.7	MGLB10416	MGLB10416	OG0009037	MGLB10416	MGLB10416	OG0009037	MGLB10416	MGLB10416	OG0009037
XP_030830137.1	3_2115	27.443	1279	2.07e-121	419.0	MGLB02116	MGLB02116	OG0006836	MGLB02116	MGLB02116	OG0006836	MGLB02116	MGLB02116	OG0006836
XP_030830137.1	3_8445	24.633	1226	2.99e-102	358.0	MGLB08446	MGLB08446	OG0005275	MGLB08446	MGLB08446	OG0005275	MGLB08446	MGLB08446	OG0005275
XP_030830137.1	3_14171	28.95	867	2.8e-98	351.0	MGLB14172	MGLB14172	OG0001660	MGLB14172	MGLB14172	OG0001660	MGLB14172	MGLB14172	OG0001660
XP_030830137.1	3_14171	39.286	112	3.99e-23	107.0	MGLB14172	MGLB14172	OG0001660	MGLB14172	MGLB14172	OG0001660	MGLB14172	MGLB14172	OG0001660
XP_030830137.1	3_12594	41.245	257	6.26e-56	198.0	MGLB12595	MGLB12595	Unmapped	MGLB12595	MGLB12595	Unmapped	MGLB12595	MGLB12595	Unmapped
XP_030830137.1	3_11198	36.842	190	1.99e-24	101.0	MGLB11199	MGLB11199	Unmapped	MGLB11199	MGLB11199	Unmapped	MGLB11199	MGLB11199	Unmapped
XP_030830137.1	3_11760	20.091	1095	3.6699999999999995e-24	111.0	MGLB11761	MGLB11761	OG0007456	MGLB11761	MGLB11761	OG0007456	MGLB11761	MGLB11761	OG0007456
XP_030830137.1	3_11760	40.659	91	5.7e-14	77.8	MGLB11761	MGLB11761	OG0007456	MGLB11761	MGLB11761	OG0007456	MGLB11761	MGLB11761	OG0007456
XP_030830137.1	3_11760	21.053	551	4.51e-11	68.2	MGLB11761	MGLB11761	OG0007456	MGLB11761	MGLB11761	OG0007456	MGLB11761	MGLB11761	OG0007456
XP_030830137.1	3_3307	29.118	340	5.61e-23	105.0	MGLB03308	MGLB03308	OG0006406	MGLB03308	MGLB03308	OG0006406	MGLB03308	MGLB03308	OG0006406
XP_030830137.1	3_3307	24.843	318	1.71e-14	78.2	MGLB03308	MGLB03308	OG0006406	MGLB03308	MGLB03308	OG0006406	MGLB03308	MGLB03308	OG0006406
XP_030830137.1	3_3307	23.181	371	9.31e-12	69.7	MGLB03308	MGLB03308	OG0006406	MGLB03308	MGLB03308	OG0006406	MGLB03308	MGLB03308	OG0006406
