qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	extra3	extra4	extra5	gene_id_raw	gene_id_norm	orthogroup
qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped
qseqid	sseqid	pident	length	evalue	bitscore	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped
NP_999775.2	1_29138	62.389	226	7.54e-78	245	XP_063971061	XP_063971061	OG0002221	XP_063971061	XP_063971061	OG0002221	XP_063971061	XP_063971061	OG0002221
NP_999775.2	1_29204	54.054	259	9.27e-78	243	XP_063971127	XP_063971127	OG0002221	XP_063971127	XP_063971127	OG0002221	XP_063971127	XP_063971127	OG0002221
NP_999775.2	1_8872	54.054	259	9.27e-78	243	XP_054775002	XP_054775002	OG0002221	XP_054775002	XP_054775002	OG0002221	XP_054775002	XP_054775002	OG0002221
NP_999775.2	1_29113	71.429	175	1.16e-77	244	XP_063971036	XP_063971036	OG0002221	XP_063971036	XP_063971036	OG0002221	XP_063971036	XP_063971036	OG0002221
sp|Q26264.1|SM41_HEMPU	1_29204	53.759	266	2.4200000000000002e-79	246	XP_063971127	XP_063971127	OG0002221	XP_063971127	XP_063971127	OG0002221	XP_063971127	XP_063971127	OG0002221
sp|Q26264.1|SM41_HEMPU	1_8872	53.759	266	2.4200000000000002e-79	246	XP_054775002	XP_054775002	OG0002221	XP_054775002	XP_054775002	OG0002221	XP_054775002	XP_054775002	OG0002221
sp|Q26264.1|SM41_HEMPU	1_29113	70.286	175	1.21e-77	243	XP_063971036	XP_063971036	OG0002221	XP_063971036	XP_063971036	OG0002221	XP_063971036	XP_063971036	OG0002221
sp|Q26264.1|SM41_HEMPU	1_29138	61.062	226	1.55e-77	243	XP_063971061	XP_063971061	OG0002221	XP_063971061	XP_063971061	OG0002221	XP_063971061	XP_063971061	OG0002221
UCJ01502.1	1_29113	66.667	174	2.33e-76	234	XP_063971036	XP_063971036	OG0002221	XP_063971036	XP_063971036	OG0002221	XP_063971036	XP_063971036	OG0002221
UCJ01502.1	1_29138	66.667	174	3.44e-76	233	XP_063971061	XP_063971061	OG0002221	XP_063971061	XP_063971061	OG0002221	XP_063971061	XP_063971061	OG0002221
UCJ01502.1	1_29204	50.0	260	3e-71	220	XP_063971127	XP_063971127	OG0002221	XP_063971127	XP_063971127	OG0002221	XP_063971127	XP_063971127	OG0002221
UCJ01502.1	1_8872	50.0	260	3e-71	220	XP_054775002	XP_054775002	OG0002221	XP_054775002	XP_054775002	OG0002221	XP_054775002	XP_054775002	OG0002221
XP_041452707.1	1_29113	92.698	315	0.0	553	XP_063971036	XP_063971036	OG0002221	XP_063971036	XP_063971036	OG0002221	XP_063971036	XP_063971036	OG0002221
XP_041452707.1	1_29138	91.746	315	0.0	548	XP_063971061	XP_063971061	OG0002221	XP_063971061	XP_063971061	OG0002221	XP_063971061	XP_063971061	OG0002221
XP_041452707.1	1_29204	51.88	266	6.21e-71	222	XP_063971127	XP_063971127	OG0002221	XP_063971127	XP_063971127	OG0002221	XP_063971127	XP_063971127	OG0002221
XP_041452707.1	1_8872	51.88	266	6.21e-71	222	XP_054775002	XP_054775002	OG0002221	XP_054775002	XP_054775002	OG0002221	XP_054775002	XP_054775002	OG0002221
sp|Q05904.1|SM34_LYTPI	1_29138	86.984	315	1.26e-120	350	XP_063971061	XP_063971061	OG0002221	XP_063971061	XP_063971061	OG0002221	XP_063971061	XP_063971061	OG0002221
sp|Q05904.1|SM34_LYTPI	1_29113	87.356	174	1.04e-104	310	XP_063971036	XP_063971036	OG0002221	XP_063971036	XP_063971036	OG0002221	XP_063971036	XP_063971036	OG0002221
sp|Q05904.1|SM34_LYTPI	1_29204	50.936	267	1.4399999999999998e-69	219	XP_063971127	XP_063971127	OG0002221	XP_063971127	XP_063971127	OG0002221	XP_063971127	XP_063971127	OG0002221
sp|Q05904.1|SM34_LYTPI	1_8872	50.936	267	1.4399999999999998e-69	219	XP_054775002	XP_054775002	OG0002221	XP_054775002	XP_054775002	OG0002221	XP_054775002	XP_054775002	OG0002221
XP_071496520.1	1_29113	63.158	171	4.91e-68	214	XP_063971036	XP_063971036	OG0002221	XP_063971036	XP_063971036	OG0002221	XP_063971036	XP_063971036	OG0002221
XP_071496520.1	1_29138	63.158	171	1.0999999999999999e-67	213	XP_063971061	XP_063971061	OG0002221	XP_063971061	XP_063971061	OG0002221	XP_063971061	XP_063971061	OG0002221
XP_071496520.1	1_29204	53.36	253	1.35e-63	202	XP_063971127	XP_063971127	OG0002221	XP_063971127	XP_063971127	OG0002221	XP_063971127	XP_063971127	OG0002221
XP_071496520.1	1_8872	53.36	253	1.35e-63	202	XP_054775002	XP_054775002	OG0002221	XP_054775002	XP_054775002	OG0002221	XP_054775002	XP_054775002	OG0002221
