qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	extra3	extra4	extra5	gene_id_raw	gene_id_norm	orthogroup
qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped
qseqid	sseqid	pident	length	evalue	bitscore	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped
XP_011668533.2	4_16235	31.385	325	2.14e-51	183.0	PL22079	PL22079	OG0011980	PL22079	PL22079	OG0011980	PL22079	PL22079	OG0011980
XP_011668533.2	4_23316	28.308	325	4.4799999999999995e-40	150.0	PL31732	PL31732	OG0003892	PL31732	PL31732	OG0003892	PL31732	PL31732	OG0003892
XP_011668533.2	4_23296	27.635	351	1.87e-33	132.0	PL31706	PL31706	OG0003892	PL31706	PL31706	OG0003892	PL31706	PL31706	OG0003892
XP_011668533.2	4_16152	32.287	223	3.4700000000000003e-31	121.0	PL21965	PL21965	OG0012627	PL21965	PL21965	OG0012627	PL21965	PL21965	OG0012627
XP_011668533.2	4_7421	23.923	418	2.1700000000000002e-29	119.0	PL09783	PL09783	OG0011255	PL09783	PL09783	OG0011255	PL09783	PL09783	OG0011255
XP_011668533.2	4_8934	23.591	479	1.55e-23	103.0	PL11747	PL11747	OG0003706	PL11747	PL11747	OG0003706	PL11747	PL11747	OG0003706
XP_011668533.2	4_7448	27.688	372	6.1300000000000005e-22	99.0	PL09814	PL09814	OG0011250	PL09814	PL09814	OG0011250	PL09814	PL09814	OG0011250
XP_011668533.2	4_16628	62.637	91	6.6200000000000005e-22	90.1	PL22596	PL22596	OG0002685	PL22596	PL22596	OG0002685	PL22596	PL22596	OG0002685
XP_011668533.2	4_5123	27.476	313	9.110000000000001e-22	96.7	PL06865	PL06865	OG0000557	PL06865	PL06865	OG0000557	PL06865	PL06865	OG0000557
XP_011668533.2	4_13721	25.309	324	5.7000000000000004e-21	93.6	PL18326	PL18326	OG0008271	PL18326	PL18326	OG0008271	PL18326	PL18326	OG0008271
XP_011668533.2	4_16866	25.22	341	6.2600000000000005e-21	94.4	PL22932	PL22932	OG0001546	PL22932	PL22932	OG0001546	PL22932	PL22932	OG0001546
XP_011668533.2	4_12568	23.684	304	6.620000000000001e-21	94.7	PL16652	PL16652	OG0007698	PL16652	PL16652	OG0007698	PL16652	PL16652	OG0007698
XP_011668533.2	4_27505	26.139	417	1.28e-20	94.0	PL37396	PL37396	OG0008901	PL37396	PL37396	OG0008901	PL37396	PL37396	OG0008901
XP_011668533.2	4_29067	22.396	384	4.66e-20	92.4	PL39592	PL39592	OG0012482	PL39592	PL39592	OG0012482	PL39592	PL39592	OG0012482
XP_011668533.2	4_16026	28.421	190	6.27e-19	86.7	PL21806	PL21806	OG0011130	PL21806	PL21806	OG0011130	PL21806	PL21806	OG0011130
XP_011668533.2	4_9841	22.917	336	2.19e-18	87.0	PL12917	PL12917	OG0001938	PL12917	PL12917	OG0001938	PL12917	PL12917	OG0001938
XP_011668533.2	4_23847	25.989	354	3.26e-18	86.3	PL32455	PL32455	OG0003092	PL32455	PL32455	OG0003092	PL32455	PL32455	OG0003092
XP_011668533.2	4_8991	24.0	300	8e-18	83.6	PL11823	PL11823	OG0002936	PL11823	PL11823	OG0002936	PL11823	PL11823	OG0002936
XP_011668533.2	4_23924	25.826	333	2.76e-17	83.2	PL32557	PL32557	OG0000817	PL32557	PL32557	OG0000817	PL32557	PL32557	OG0000817
