FamilyID	Hleu<1>	Mglob<2>	Pliv<3>	Spurp_prefixed<4>	Lvar<5>	Lpic<6>	<7>	<8>	<9>	<10>	<11>
OG0000296	0.181807	0.521468	0.119513	0.844181	0.000951078	0.520638	N/A	0.479108	0.764321	0.786367	0.657264
OG0000297	0.718075	0.19666	0.679184	0.176453	0.0690017	0.0365759	N/A	0.789625	0.781359	0.0673354	0.700823
OG0000298	0.702515	0.0382863	0.035822	0.657232	0.880274	5.83728e-06	N/A	0.452587	0.127841	1.50563e-05	0.00509258
OG0000303	2.35059e-07	0.700735	0.665597	0.5	0.5	0.5	N/A	1.38145e-05	0.563113	0.109067	0.5
OG0000304	0.671661	0.674689	0.272279	6.1373e-13	0.819248	0.0160919	N/A	0.755002	0.744167	0.214426	0.657264
OG0000305	0.0533338	0.550552	0.00100268	0.744964	0.662333	0.244394	N/A	0.194535	0.450602	0.000912244	0.119507
OG0000310	3.48675e-06	0.0495892	0.754149	0.692171	0.593963	0.593963	N/A	0.000108533	0.61454	0.631513	0.0827245
OG0000311	2.35059e-07	0.288294	0.665597	0.5	0.5	0.5	N/A	1.38145e-05	0.563113	0.109067	0.5
OG0000312	0.637956	0.00374439	0.0212239	1.31413e-13	0.000413201	9.71101e-10	N/A	0.908445	0.691387	8.43053e-05	0.687469
OG0000313	0.778084	0.00350824	8.99085e-10	0.844181	0.300595	0.159217	N/A	0.423956	0.0711367	0.489624	0.657264
OG0000314	0.0190302	0.138193	0.424014	0.0925433	4.99575e-05	0.06613	N/A	0.103198	0.744167	0.766847	0.640174
OG0000315	0.0334312	0.253223	0.424014	0.0122998	0.443432	0.230078	N/A	0.176533	0.419475	0.422884	0.621578
OG0000318	0.828638	0.719361	0.679184	0.865837	0.000413201	0.0290872	N/A	0.789625	0.781359	0.271286	0.687469
OG0000319	0.227824	0.911245	0.0622595	6.69438e-05	0.520638	0.0160919	N/A	0.0937853	0.79586	0.816029	0.0145151
OG0000320	0.274546	0.719361	0.697834	0.00714698	0.383293	0.0365759	N/A	0.355273	0.237306	0.296693	0.700823
OG0000322	0.671661	0.000757823	0.628813	4.56235e-05	0.000620766	8.83031e-05	N/A	0.917163	0.157435	0.0015671	0.700823
OG0000323	0.86428	0.176596	0.0212239	0.87379	0.61459	4.18565e-11	N/A	0.339137	0.0969452	5.65621e-06	0.140583
OG0000324	0.113082	0.00352328	0.89709	0.00802618	0.0993724	0.833337	N/A	0.0854019	0.501963	0.516277	0.672987
OG0000330	0.671661	0.138193	0.0526553	0.865837	2.92668e-05	0.854348	N/A	0.755002	0.744167	0.0131644	0.127469
OG0000331	0.181807	0.699454	0.881805	0.00226486	0.010846	0.801676	N/A	0.479108	0.764321	0.786367	0.241895
OG0000332	0.227824	0.550552	0.0280004	0.640483	0.0205787	0.86236	N/A	0.141791	0.781359	0.0673354	0.140583
OG0000333	0.897276	0.237912	0.0212239	6.15498e-06	1.49737e-07	4.64248e-06	N/A	0.452587	0.691387	5.65621e-06	0.700823
OG0000336	1.13658e-05	0.790215	0.754149	0.692171	0.593963	0.593963	N/A	0.000280539	0.61454	0.631513	0.0827245
