qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	extra3	extra4	extra5	gene_id_raw	gene_id_norm	orthogroup
qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped
qseqid	sseqid	pident	length	evalue	bitscore	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped
XP_030845154.1	2_21760	96.998	433	0.0	871.0	Lvar_XP_041471560	Lvar_XP_041471560	OG0002980	Lvar_XP_041471560	Lvar_XP_041471560	OG0002980	Lvar_XP_041471560	Lvar_XP_041471560	OG0002980
XP_030845154.1	2_21593	97.887	426	0.0	867.0	Lvar_XP_041471558	Lvar_XP_041471558	OG0002980	Lvar_XP_041471558	Lvar_XP_041471558	OG0002980	Lvar_XP_041471558	Lvar_XP_041471558	OG0002980
XP_030845154.1	2_21589	97.887	426	0.0	867.0	Lvar_XP_041471557	Lvar_XP_041471557	OG0002980	Lvar_XP_041471557	Lvar_XP_041471557	OG0002980	Lvar_XP_041471557	Lvar_XP_041471557	OG0002980
XP_030845154.1	2_21597	97.887	426	0.0	866.0	Lvar_XP_041471559	Lvar_XP_041471559	OG0002980	Lvar_XP_041471559	Lvar_XP_041471559	OG0002980	Lvar_XP_041471559	Lvar_XP_041471559	OG0002980
XP_030845154.1	2_3513	45.695	302	6.62e-72	236.0	Lvar_XP_041486033	Lvar_XP_041486033	OG0002166	Lvar_XP_041486033	Lvar_XP_041486033	OG0002166	Lvar_XP_041486033	Lvar_XP_041486033	OG0002166
XP_030845154.1	2_3515	45.695	302	8.780000000000001e-72	236.0	Lvar_XP_041486034	Lvar_XP_041486034	OG0002166	Lvar_XP_041486034	Lvar_XP_041486034	OG0002166	Lvar_XP_041486034	Lvar_XP_041486034	OG0002166
XP_030845154.1	2_22683	68.702	131	3.77e-57	188.0	Lvar_XP_041467662	Lvar_XP_041467662	OG0001008	Lvar_XP_041467662	Lvar_XP_041467662	OG0001008	Lvar_XP_041467662	Lvar_XP_041467662	OG0001008
XP_030845154.1	2_26639	73.171	123	5.79e-57	197.0	Lvar_XP_041485236	Lvar_XP_041485236	OG0000968	Lvar_XP_041485236	Lvar_XP_041485236	OG0000968	Lvar_XP_041485236	Lvar_XP_041485236	OG0000968
XP_030845154.1	2_26637	73.171	123	1.9600000000000002e-56	197.0	Lvar_XP_041485235	Lvar_XP_041485235	OG0000968	Lvar_XP_041485235	Lvar_XP_041485235	OG0000968	Lvar_XP_041485235	Lvar_XP_041485235	OG0000968
XP_030845154.1	2_26633	73.171	123	2.31e-56	197.0	Lvar_XP_041485233	Lvar_XP_041485233	OG0000968	Lvar_XP_041485233	Lvar_XP_041485233	OG0000968	Lvar_XP_041485233	Lvar_XP_041485233	OG0000968
XP_030845154.1	2_26631	73.171	123	2.31e-56	197.0	Lvar_XP_041485232	Lvar_XP_041485232	OG0000968	Lvar_XP_041485232	Lvar_XP_041485232	OG0000968	Lvar_XP_041485232	Lvar_XP_041485232	OG0000968
XP_030845154.1	2_26629	73.171	123	2.31e-56	197.0	Lvar_XP_041485231	Lvar_XP_041485231	OG0000968	Lvar_XP_041485231	Lvar_XP_041485231	OG0000968	Lvar_XP_041485231	Lvar_XP_041485231	OG0000968
XP_030845154.1	2_26627	73.171	123	2.31e-56	197.0	Lvar_XP_041485230	Lvar_XP_041485230	OG0000968	Lvar_XP_041485230	Lvar_XP_041485230	OG0000968	Lvar_XP_041485230	Lvar_XP_041485230	OG0000968
