qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	extra3	extra4	extra5	gene_id_raw	gene_id_norm	orthogroup
qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped
qseqid	sseqid	pident	length	evalue	bitscore	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped
XP_795983.3	1_8726	72.611	314	4.77e-148	418.0	XP_054774309	XP_054774309	OG0001771	XP_054774309	XP_054774309	OG0001771	XP_054774309	XP_054774309	OG0001771
XP_795983.3	1_8902	50.0	310	8.84e-85	266.0	XP_054775197	XP_054775197	OG0001771	XP_054775197	XP_054775197	OG0001771	XP_054775197	XP_054775197	OG0001771
XP_795983.3	1_8912	42.308	260	1.61e-46	162.0	XP_054775223	XP_054775223	OG0014050	XP_054775223	XP_054775223	OG0014050	XP_054775223	XP_054775223	OG0014050
XP_795983.3	1_8845	32.046	259	9.74e-24	100.0	XP_054774871	XP_054774871	OG0015103	XP_054774871	XP_054774871	OG0015103	XP_054774871	XP_054774871	OG0015103
XP_795983.3	1_28151	32.934	167	1.96e-15	75.1	XP_063970074	XP_063970074	OG0014179	XP_063970074	XP_063970074	OG0014179	XP_063970074	XP_063970074	OG0014179
XP_795983.3	1_8723	29.297	256	4.47e-14	71.6	XP_054774306	XP_054774306	OG0013364	XP_054774306	XP_054774306	OG0013364	XP_054774306	XP_054774306	OG0013364
sp|Q25116.1|SM30_HEMPU	1_8726	69.677	310	2.1500000000000002e-143	405.0	XP_054774309	XP_054774309	OG0001771	XP_054774309	XP_054774309	OG0001771	XP_054774309	XP_054774309	OG0001771
sp|Q25116.1|SM30_HEMPU	1_8902	67.598	179	6.79e-83	260.0	XP_054775197	XP_054775197	OG0001771	XP_054775197	XP_054775197	OG0001771	XP_054775197	XP_054775197	OG0001771
sp|Q25116.1|SM30_HEMPU	1_8912	39.852	271	4.750000000000001e-47	163.0	XP_054775223	XP_054775223	OG0014050	XP_054775223	XP_054775223	OG0014050	XP_054775223	XP_054775223	OG0014050
sp|Q25116.1|SM30_HEMPU	1_8845	33.206	262	5.490000000000001e-27	108.0	XP_054774871	XP_054774871	OG0015103	XP_054774871	XP_054774871	OG0015103	XP_054774871	XP_054774871	OG0015103
sp|Q25116.1|SM30_HEMPU	1_28151	28.906	256	1.22e-14	72.4	XP_063970074	XP_063970074	OG0014179	XP_063970074	XP_063970074	OG0014179	XP_063970074	XP_063970074	OG0014179
XP_054774309.2	1_8726	100.0	308	0.0	631.0	XP_054774309	XP_054774309	OG0001771	XP_054774309	XP_054774309	OG0001771	XP_054774309	XP_054774309	OG0001771
XP_054774309.2	1_8902	54.045	309	1.1e-88	276.0	XP_054775197	XP_054775197	OG0001771	XP_054775197	XP_054775197	OG0001771	XP_054775197	XP_054775197	OG0001771
XP_054774309.2	1_8912	41.111	270	3.4e-47	164.0	XP_054775223	XP_054775223	OG0014050	XP_054775223	XP_054775223	OG0014050	XP_054775223	XP_054775223	OG0014050
XP_054774309.2	1_8845	34.066	273	8.289999999999999e-30	116.0	XP_054774871	XP_054774871	OG0015103	XP_054774871	XP_054774871	OG0015103	XP_054774871	XP_054774871	OG0015103
XP_054774309.2	1_28151	32.335	167	7.58e-14	70.5	XP_063970074	XP_063970074	OG0014179	XP_063970074	XP_063970074	OG0014179	XP_063970074	XP_063970074	OG0014179
XP_041452956.1	1_8726	95.455	308	0.0	596.0	XP_054774309	XP_054774309	OG0001771	XP_054774309	XP_054774309	OG0001771	XP_054774309	XP_054774309	OG0001771
