qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	extra3	extra4	extra5	gene_id_raw	gene_id_norm	orthogroup
qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped
qseqid	sseqid	pident	length	evalue	bitscore	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped
NP_999774.1	3_11645	53.543	127	2.6999999999999997e-34	127.0	MGLB11646	MGLB11646	OG0000947	MGLB11646	MGLB11646	OG0000947	MGLB11646	MGLB11646	OG0000947
NP_999774.1	3_19887	63.291	79	5.6e-29	112.0	MGLB19888	MGLB19888	OG0000947	MGLB19888	MGLB19888	OG0000947	MGLB19888	MGLB19888	OG0000947
NP_999774.1	3_12616	72.881	59	1.16e-23	99.8	MGLB12617	MGLB12617	OG0000947	MGLB12617	MGLB12617	OG0000947	MGLB12617	MGLB12617	OG0000947
NP_999774.1	3_9294	60.0	65	2.07e-21	91.7	MGLB09295	MGLB09295	OG0012546	MGLB09295	MGLB09295	OG0012546	MGLB09295	MGLB09295	OG0012546
NP_999774.1	3_12346	53.247	77	9.13e-19	84.7	MGLB12347	MGLB12347	OG0003736	MGLB12347	MGLB12347	OG0003736	MGLB12347	MGLB12347	OG0003736
NP_999774.1	3_10989	63.793	58	8.02e-18	82.4	MGLB10990	MGLB10990	OG0003736	MGLB10990	MGLB10990	OG0003736	MGLB10990	MGLB10990	OG0003736
NP_999774.1	3_12447	60.0	60	8.62e-18	81.6	MGLB12448	MGLB12448	OG0008182	MGLB12448	MGLB12448	OG0008182	MGLB12448	MGLB12448	OG0008182
NP_999774.1	3_11332	47.368	76	1.13e-16	79.3	MGLB11333	MGLB11333	OG0010862	MGLB11333	MGLB11333	OG0010862	MGLB11333	MGLB11333	OG0010862
NP_999774.1	3_2545	47.619	84	4.91e-16	76.6	MGLB02546	MGLB02546	OG0008235	MGLB02546	MGLB02546	OG0008235	MGLB02546	MGLB02546	OG0008235
NP_999774.1	3_12011	57.407	54	9.98e-15	73.2	MGLB12012	MGLB12012	OG0012348	MGLB12012	MGLB12012	OG0012348	MGLB12012	MGLB12012	OG0012348
NP_999774.1	3_11089	41.053	95	1e-14	73.2	MGLB11090	MGLB11090	OG0004309	MGLB11090	MGLB11090	OG0004309	MGLB11090	MGLB11090	OG0004309
NP_999774.1	3_2874	56.863	51	1.27e-14	73.2	MGLB02875	MGLB02875	OG0004309	MGLB02875	MGLB02875	OG0004309	MGLB02875	MGLB02875	OG0004309
NP_999774.1	3_11586	35.0	120	9.47e-14	71.2	MGLB11587	MGLB11587	OG0006757	MGLB11587	MGLB11587	OG0006757	MGLB11587	MGLB11587	OG0006757
NP_999774.1	3_2972	53.623	69	1.77e-13	70.5	MGLB02973	MGLB02973	OG0010431	MGLB02973	MGLB02973	OG0010431	MGLB02973	MGLB02973	OG0010431
NP_999774.1	3_17314	48.438	64	2.45e-12	67.0	MGLB17315	MGLB17315	OG0005305	MGLB17315	MGLB17315	OG0005305	MGLB17315	MGLB17315	OG0005305
NP_999774.1	3_4418	35.714	112	2.54e-12	66.6	MGLB04419	MGLB04419	OG0003051	MGLB04419	MGLB04419	OG0003051	MGLB04419	MGLB04419	OG0003051
NP_999774.1	3_4384	46.774	62	2.54e-12	66.6	MGLB04385	MGLB04385	OG0008860	MGLB04385	MGLB04385	OG0008860	MGLB04385	MGLB04385	OG0008860
