qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	extra3	extra4	extra5	gene_id_raw	gene_id_norm	orthogroup
qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped
qseqid	sseqid	pident	length	evalue	bitscore	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped
XP_791983.2	2_17384	87.78	491	0.0	749.0	Lvar_XP_041483755	Lvar_XP_041483755	OG0008749	Lvar_XP_041483755	Lvar_XP_041483755	OG0008749	Lvar_XP_041483755	Lvar_XP_041483755	OG0008749
XP_791983.2	2_9813	56.566	99	2.12e-30	124.0	Lvar_XP_041473743	Lvar_XP_041473743	OG0011421	Lvar_XP_041473743	Lvar_XP_041473743	OG0011421	Lvar_XP_041473743	Lvar_XP_041473743	OG0011421
XP_791983.2	2_29263	59.74	77	2.28e-28	116.0	Lvar_XP_041483889	Lvar_XP_041483889	OG0010380	Lvar_XP_041483889	Lvar_XP_041483889	OG0010380	Lvar_XP_041483889	Lvar_XP_041483889	OG0010380
XP_791983.2	2_5850	56.0	75	2.68e-27	113.0	Lvar_XP_041483345	Lvar_XP_041483345	OG0009821	Lvar_XP_041483345	Lvar_XP_041483345	OG0009821	Lvar_XP_041483345	Lvar_XP_041483345	OG0009821
XP_791983.2	2_5386	53.086	81	2.54e-26	108.0	Lvar_XP_041483613	Lvar_XP_041483613	OG0009825	Lvar_XP_041483613	Lvar_XP_041483613	OG0009825	Lvar_XP_041483613	Lvar_XP_041483613	OG0009825
XP_791983.2	2_33294	50.0	76	9.109999999999999e-23	102.0	Lvar_XP_041472966	Lvar_XP_041472966	OG0002966	Lvar_XP_041472966	Lvar_XP_041472966	OG0002966	Lvar_XP_041472966	Lvar_XP_041472966	OG0002966
XP_791983.2	2_33289	50.0	76	9.109999999999999e-23	102.0	Lvar_XP_041472965	Lvar_XP_041472965	OG0002966	Lvar_XP_041472965	Lvar_XP_041472965	OG0002966	Lvar_XP_041472965	Lvar_XP_041472965	OG0002966
XP_791983.2	2_8761	44.706	85	1.28e-17	87.0	Lvar_XP_041476447	Lvar_XP_041476447	OG0012802	Lvar_XP_041476447	Lvar_XP_041476447	OG0012802	Lvar_XP_041476447	Lvar_XP_041476447	OG0012802
XP_791983.2	2_21513	37.349	83	1.61e-12	71.2	Lvar_XP_041470504	Lvar_XP_041470504	OG0000654	Lvar_XP_041470504	Lvar_XP_041470504	OG0000654	Lvar_XP_041470504	Lvar_XP_041470504	OG0000654
XP_791983.2	2_21504	37.349	83	1.63e-12	71.2	Lvar_XP_041470502	Lvar_XP_041470502	OG0000654	Lvar_XP_041470502	Lvar_XP_041470502	OG0000654	Lvar_XP_041470502	Lvar_XP_041470502	OG0000654
XP_791983.2	2_21518	37.349	83	1.65e-12	71.2	Lvar_XP_041470505	Lvar_XP_041470505	OG0000654	Lvar_XP_041470505	Lvar_XP_041470505	OG0000654	Lvar_XP_041470505	Lvar_XP_041470505	OG0000654
XP_791983.2	2_363	37.349	83	1.89e-12	70.9	Lvar_XP_041470346	Lvar_XP_041470346	OG0000654	Lvar_XP_041470346	Lvar_XP_041470346	OG0000654	Lvar_XP_041470346	Lvar_XP_041470346	OG0000654
XP_791983.2	2_368	37.349	83	1.93e-12	70.9	Lvar_XP_041470348	Lvar_XP_041470348	OG0000654	Lvar_XP_041470348	Lvar_XP_041470348	OG0000654	Lvar_XP_041470348	Lvar_XP_041470348	OG0000654
