qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	extra3	extra4	extra5	gene_id_raw	gene_id_norm	orthogroup
qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped
qseqid	sseqid	pident	length	evalue	bitscore	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped
NP_999774.1	5_348	100.0	338	0.0	694.0	Spurp_NP_999774	Spurp_NP_999774	OG0000947	Spurp_NP_999774	Spurp_NP_999774	OG0000947	Spurp_NP_999774	Spurp_NP_999774	OG0000947
NP_999774.1	5_6441	99.115	339	0.0	685.0	Spurp_XP_011682234	Spurp_XP_011682234	OG0000947	Spurp_XP_011682234	Spurp_XP_011682234	OG0000947	Spurp_XP_011682234	Spurp_XP_011682234	OG0000947
NP_999774.1	5_35759	56.198	121	5.95e-34	127.0	Spurp_XP_781650	Spurp_XP_781650	OG0000947	Spurp_XP_781650	Spurp_XP_781650	OG0000947	Spurp_XP_781650	Spurp_XP_781650	OG0000947
NP_999774.1	5_6069	60.92	87	5.4e-29	114.0	Spurp_XP_011680299	Spurp_XP_011680299	OG0000947	Spurp_XP_011680299	Spurp_XP_011680299	OG0000947	Spurp_XP_011680299	Spurp_XP_011680299	OG0000947
NP_999774.1	5_7937	69.231	65	1.81e-26	108.0	Spurp_XP_030828952	Spurp_XP_030828952	OG0013231	Spurp_XP_030828952	Spurp_XP_030828952	OG0013231	Spurp_XP_030828952	Spurp_XP_030828952	OG0013231
NP_999774.1	5_7805	67.692	65	1.41e-23	100.0	Spurp_XP_030828820	Spurp_XP_030828820	OG0000947	Spurp_XP_030828820	Spurp_XP_030828820	OG0000947	Spurp_XP_030828820	Spurp_XP_030828820	OG0000947
NP_999774.1	5_10480	58.462	65	3.12e-20	89.0	Spurp_XP_030831495	Spurp_XP_030831495	OG0012546	Spurp_XP_030831495	Spurp_XP_030831495	OG0012546	Spurp_XP_030831495	Spurp_XP_030831495	OG0012546
NP_999774.1	5_6442	57.353	68	1.02e-17	78.6	Spurp_XP_011682243	Spurp_XP_011682243	OG0008182	Spurp_XP_011682243	Spurp_XP_011682243	OG0008182	Spurp_XP_011682243	Spurp_XP_011682243	OG0008182
NP_999774.1	5_1968	53.247	77	1.63e-17	82.0	Spurp_XP_003727685	Spurp_XP_003727685	OG0003736	Spurp_XP_003727685	Spurp_XP_003727685	OG0003736	Spurp_XP_003727685	Spurp_XP_003727685	OG0003736
NP_999774.1	5_310	63.793	58	1.86e-17	82.4	Spurp_NP_999725	Spurp_NP_999725	OG0003736	Spurp_NP_999725	Spurp_NP_999725	OG0003736	Spurp_NP_999725	Spurp_NP_999725	OG0003736
NP_999774.1	5_37530	60.0	60	1.93e-17	82.4	Spurp_XP_793141	Spurp_XP_793141	OG0008182	Spurp_XP_793141	Spurp_XP_793141	OG0008182	Spurp_XP_793141	Spurp_XP_793141	OG0008182
NP_999774.1	5_7681	47.368	76	2.78e-16	79.3	Spurp_XP_030828696	Spurp_XP_030828696	OG0010862	Spurp_XP_030828696	Spurp_XP_030828696	OG0010862	Spurp_XP_030828696	Spurp_XP_030828696	OG0010862
NP_999774.1	5_384	45.556	90	9e-16	78.2	Spurp_NP_999815	Spurp_NP_999815	OG0008235	Spurp_NP_999815	Spurp_NP_999815	OG0008235	Spurp_NP_999815	Spurp_NP_999815	OG0008235
