qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	extra3	extra4	extra5	gene_id_raw	gene_id_norm	orthogroup
qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped
qseqid	sseqid	pident	length	evalue	bitscore	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped
NP_001116986.2	3_18236	47.921	457	7.52e-125	401.0	MGLB18237	MGLB18237	OG0001989	MGLB18237	MGLB18237	OG0001989	MGLB18237	MGLB18237	OG0001989
NP_001116986.2	3_18236	37.415	147	1.84e-28	122.0	MGLB18237	MGLB18237	OG0001989	MGLB18237	MGLB18237	OG0001989	MGLB18237	MGLB18237	OG0001989
NP_001116986.2	3_18316	60.232	259	2.46e-77	268.0	MGLB18317	MGLB18317	OG0007238	MGLB18317	MGLB18317	OG0007238	MGLB18317	MGLB18317	OG0007238
NP_001116986.2	3_18616	37.882	425	2.4499999999999997e-74	253.0	MGLB18617	MGLB18617	OG0000005	MGLB18617	MGLB18617	OG0000005	MGLB18617	MGLB18617	OG0000005
NP_001116986.2	3_18616	28.44	218	4.8700000000000005e-21	97.8	MGLB18617	MGLB18617	OG0000005	MGLB18617	MGLB18617	OG0000005	MGLB18617	MGLB18617	OG0000005
NP_001116986.2	3_18433	39.031	392	3.76e-73	249.0	MGLB18434	MGLB18434	OG0000005	MGLB18434	MGLB18434	OG0000005	MGLB18434	MGLB18434	OG0000005
NP_001116986.2	3_18433	31.724	145	6.86e-17	84.7	MGLB18434	MGLB18434	OG0000005	MGLB18434	MGLB18434	OG0000005	MGLB18434	MGLB18434	OG0000005
NP_001116986.2	3_18874	39.186	393	2.9500000000000003e-72	247.0	MGLB18875	MGLB18875	OG0009603	MGLB18875	MGLB18875	OG0009603	MGLB18875	MGLB18875	OG0009603
NP_001116986.2	3_18874	28.39	236	1.2800000000000001e-22	102.0	MGLB18875	MGLB18875	OG0009603	MGLB18875	MGLB18875	OG0009603	MGLB18875	MGLB18875	OG0009603
NP_001116986.2	3_18809	36.659	461	4.99e-71	246.0	MGLB18810	MGLB18810	OG0011658	MGLB18810	MGLB18810	OG0011658	MGLB18810	MGLB18810	OG0011658
NP_001116986.2	3_18809	33.18	217	1.07e-32	134.0	MGLB18810	MGLB18810	OG0011658	MGLB18810	MGLB18810	OG0011658	MGLB18810	MGLB18810	OG0011658
NP_001116986.2	3_18707	36.854	426	5.6700000000000006e-70	250.0	MGLB18708	MGLB18708	OG0000005	MGLB18708	MGLB18708	OG0000005	MGLB18708	MGLB18708	OG0000005
NP_001116986.2	3_18707	29.954	217	2.25e-23	106.0	MGLB18708	MGLB18708	OG0000005	MGLB18708	MGLB18708	OG0000005	MGLB18708	MGLB18708	OG0000005
NP_001116986.2	3_18254	34.279	423	4.17e-69	239.0	MGLB18255	MGLB18255	OG0000005	MGLB18255	MGLB18255	OG0000005	MGLB18255	MGLB18255	OG0000005
NP_001116986.2	3_18254	30.675	163	5.51e-20	94.7	MGLB18255	MGLB18255	OG0000005	MGLB18255	MGLB18255	OG0000005	MGLB18255	MGLB18255	OG0000005
NP_001116986.2	3_18799	29.694	458	4.77e-46	174.0	MGLB18800	MGLB18800	OG0007371	MGLB18800	MGLB18800	OG0007371	MGLB18800	MGLB18800	OG0007371
NP_001116986.2	3_18799	37.241	145	1.98e-26	115.0	MGLB18800	MGLB18800	OG0007371	MGLB18800	MGLB18800	OG0007371	MGLB18800	MGLB18800	OG0007371
