qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	extra3	extra4	extra5	gene_id_raw	gene_id_norm	orthogroup
qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped
qseqid	sseqid	pident	length	evalue	bitscore	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped
XP_030835800.1	3_10462	62.565	577	0.0	711.0	MGLB10463	MGLB10463	OG0011980	MGLB10463	MGLB10463	OG0011980	MGLB10463	MGLB10463	OG0011980
XP_030835800.1	3_8461	34.437	302	1.57e-51	184.0	MGLB08462	MGLB08462	OG0003892	MGLB08462	MGLB08462	OG0003892	MGLB08462	MGLB08462	OG0003892
XP_030835800.1	3_16087	32.143	280	2.0799999999999998e-46	169.0	MGLB16088	MGLB16088	OG0011255	MGLB16088	MGLB16088	OG0011255	MGLB16088	MGLB16088	OG0011255
XP_030835800.1	3_8827	30.164	305	1.49e-41	157.0	MGLB08828	MGLB08828	OG0003892	MGLB08828	MGLB08828	OG0003892	MGLB08828	MGLB08828	OG0003892
XP_030835800.1	3_10669	29.352	293	1.14e-38	148.0	MGLB10670	MGLB10670	OG0002685	MGLB10670	MGLB10670	OG0002685	MGLB10670	MGLB10670	OG0002685
XP_030835800.1	3_16983	28.115	313	5.91e-38	146.0	MGLB16984	MGLB16984	OG0013423	MGLB16984	MGLB16984	OG0013423	MGLB16984	MGLB16984	OG0013423
XP_030835800.1	3_10810	28.902	346	3.8100000000000003e-35	135.0	MGLB10811	MGLB10811	OG0012627	MGLB10811	MGLB10811	OG0012627	MGLB10811	MGLB10811	OG0012627
XP_030835800.1	3_7726	25.08	311	5.05e-33	133.0	MGLB07727	MGLB07727	OG0011405	MGLB07727	MGLB07727	OG0011405	MGLB07727	MGLB07727	OG0011405
XP_030835800.1	3_6622	26.946	334	2.0500000000000003e-27	114.0	MGLB06623	MGLB06623	OG0002936	MGLB06623	MGLB06623	OG0002936	MGLB06623	MGLB06623	OG0002936
XP_030835800.1	3_835	22.687	335	2.11e-24	106.0	MGLB00836	MGLB00836	OG0009232	MGLB00836	MGLB00836	OG0009232	MGLB00836	MGLB00836	OG0009232
XP_030835800.1	3_936	22.388	335	9.249999999999999e-24	105.0	MGLB00937	MGLB00937	OG0009232	MGLB00937	MGLB00937	OG0009232	MGLB00937	MGLB00937	OG0009232
XP_030835800.1	3_12434	24.484	339	2.9600000000000004e-21	96.3	MGLB12435	MGLB12435	OG0012136	MGLB12435	MGLB12435	OG0012136	MGLB12435	MGLB12435	OG0012136
XP_030835800.1	3_1602	25.588	340	5.2e-21	95.5	MGLB01603	MGLB01603	OG0007698	MGLB01603	MGLB01603	OG0007698	MGLB01603	MGLB01603	OG0007698
XP_030835800.1	3_4609	23.973	292	6.170000000000001e-21	94.0	MGLB04610	MGLB04610	OG0000557	MGLB04610	MGLB04610	OG0000557	MGLB04610	MGLB04610	OG0000557
XP_030835800.1	3_5882	26.316	190	6.88e-21	96.3	MGLB05883	MGLB05883	OG0003590	MGLB05883	MGLB05883	OG0003590	MGLB05883	MGLB05883	OG0003590
XP_030835800.1	3_10251	23.024	291	1.34e-20	93.2	MGLB10252	MGLB10252	OG0002685	MGLB10252	MGLB10252	OG0002685	MGLB10252	MGLB10252	OG0002685
XP_030835800.1	3_15782	28.667	300	1.46e-20	94.0	MGLB15783	MGLB15783	OG0003092	MGLB15783	MGLB15783	OG0003092	MGLB15783	MGLB15783	OG0003092
