qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	extra3	extra4	extra5	gene_id_raw	gene_id_norm	orthogroup
qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped
qseqid	sseqid	pident	length	evalue	bitscore	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped
NP_999826.1	3_9677	75.46	815	0.0	1171	MGLB09678	MGLB09678	OG0009762	MGLB09678	MGLB09678	OG0009762	MGLB09678	MGLB09678	OG0009762
BAV60720.1	3_9677	76.79	754	0.0	1117	MGLB09678	MGLB09678	OG0009762	MGLB09678	MGLB09678	OG0009762	MGLB09678	MGLB09678	OG0009762
XP_041483779.1	3_9677	69.367	901	0.0	1112	MGLB09678	MGLB09678	OG0009762	MGLB09678	MGLB09678	OG0009762	MGLB09678	MGLB09678	OG0009762
XP_054772675.2	3_9677	69.599	898	0.0	1126	MGLB09678	MGLB09678	OG0009762	MGLB09678	MGLB09678	OG0009762	MGLB09678	MGLB09678	OG0009762
XP_072170421.1	3_9677	57.888	843	0.0	865	MGLB09678	MGLB09678	OG0009762	MGLB09678	MGLB09678	OG0009762	MGLB09678	MGLB09678	OG0009762
KAJ8033353.1	3_9677	44.106	755	4.87e-177	533	MGLB09678	MGLB09678	OG0009762	MGLB09678	MGLB09678	OG0009762	MGLB09678	MGLB09678	OG0009762
XP_071836508.1	3_9677	44.444	756	8.7e-166	502	MGLB09678	MGLB09678	OG0009762	MGLB09678	MGLB09678	OG0009762	MGLB09678	MGLB09678	OG0009762
XP_033645045.1	3_9677	67.063	252	2.45e-108	352	MGLB09678	MGLB09678	OG0009762	MGLB09678	MGLB09678	OG0009762	MGLB09678	MGLB09678	OG0009762
