qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	extra3	extra4	extra5	gene_id_raw	gene_id_norm	orthogroup
qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped
qseqid	sseqid	pident	length	evalue	bitscore	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped
NP_001073010.1	3_16568	89.286	448	0.0	761.0	MGLB16569	MGLB16569	OG0011261	MGLB16569	MGLB16569	OG0011261	MGLB16569	MGLB16569	OG0011261
NP_001073010.1	3_6198	70.37	108	4.2399999999999995e-53	180.0	MGLB06199	MGLB06199	OG0012192	MGLB06199	MGLB06199	OG0012192	MGLB06199	MGLB06199	OG0012192
NP_001073010.1	3_6469	51.899	158	1.16e-49	172.0	MGLB06470	MGLB06470	OG0010915	MGLB06470	MGLB06470	OG0010915	MGLB06470	MGLB06470	OG0010915
NP_001073010.1	3_20878	64.078	103	9.260000000000001e-43	154.0	MGLB20879	MGLB20879	OG0010751	MGLB20879	MGLB20879	OG0010751	MGLB20879	MGLB20879	OG0010751
NP_001073010.1	3_8978	67.391	92	9.85e-40	149.0	MGLB08979	MGLB08979	OG0005134	MGLB08979	MGLB08979	OG0005134	MGLB08979	MGLB08979	OG0005134
NP_001073010.1	3_9140	66.667	90	1.29e-36	140.0	MGLB09141	MGLB09141	OG0010277	MGLB09141	MGLB09141	OG0010277	MGLB09141	MGLB09141	OG0010277
NP_001073010.1	3_8986	53.704	108	4.08e-34	132.0	MGLB08987	MGLB08987	OG0006651	MGLB08987	MGLB08987	OG0006651	MGLB08987	MGLB08987	OG0006651
NP_001073010.1	3_4893	39.394	165	6.81e-34	134.0	MGLB04894	MGLB04894	OG0001157	MGLB04894	MGLB04894	OG0001157	MGLB04894	MGLB04894	OG0001157
NP_001073010.1	3_16170	51.327	113	2.76e-31	125.0	MGLB16171	MGLB16171	OG0012145	MGLB16171	MGLB16171	OG0012145	MGLB16171	MGLB16171	OG0012145
NP_001073010.1	3_18150	51.648	91	5.34e-28	114.0	MGLB18151	MGLB18151	OG0012197	MGLB18151	MGLB18151	OG0012197	MGLB18151	MGLB18151	OG0012197
NP_001073010.1	3_1049	51.111	90	3.46e-26	108.0	MGLB01050	MGLB01050	OG0004136	MGLB01050	MGLB01050	OG0004136	MGLB01050	MGLB01050	OG0004136
NP_001073010.1	3_18742	38.411	151	4.22e-26	110.0	MGLB18743	MGLB18743	OG0010618	MGLB18743	MGLB18743	OG0010618	MGLB18743	MGLB18743	OG0010618
NP_001073010.1	3_694	48.936	94	5.79e-26	109.0	MGLB00695	MGLB00695	OG0008119	MGLB00695	MGLB00695	OG0008119	MGLB00695	MGLB00695	OG0008119
NP_001073010.1	3_285	47.17	106	2.08e-25	108.0	MGLB00286	MGLB00286	OG0010800	MGLB00286	MGLB00286	OG0010800	MGLB00286	MGLB00286	OG0010800
NP_001073010.1	3_8695	32.673	202	6.11e-24	103.0	MGLB08696	MGLB08696	OG0012310	MGLB08696	MGLB08696	OG0012310	MGLB08696	MGLB08696	OG0012310
NP_001073010.1	3_16164	40.0	90	8.73e-18	85.5	MGLB16165	MGLB16165	OG0006217	MGLB16165	MGLB16165	OG0006217	MGLB16165	MGLB16165	OG0006217
NP_001073010.1	3_13902	36.522	115	3.89e-17	83.6	MGLB13903	MGLB13903	OG0007812	MGLB13903	MGLB13903	OG0007812	MGLB13903	MGLB13903	OG0007812
