qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	extra3	extra4	extra5	gene_id_raw	gene_id_norm	orthogroup
qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped
qseqid	sseqid	pident	length	evalue	bitscore	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped
NP_999775.2	5_349	100.0	446	0.0	823.0	Spurp_NP_999775	Spurp_NP_999775	OG0002221	Spurp_NP_999775	Spurp_NP_999775	OG0002221	Spurp_NP_999775	Spurp_NP_999775	OG0002221
NP_999775.2	5_3045	88.496	452	0.0	712.0	Spurp_XP_011662176	Spurp_XP_011662176	OG0002221	Spurp_XP_011662176	Spurp_XP_011662176	OG0002221	Spurp_XP_011662176	Spurp_XP_011662176	OG0002221
NP_999775.2	5_3046	86.093	453	0.0	696.0	Spurp_XP_011662180	Spurp_XP_011662180	OG0002221	Spurp_XP_011662180	Spurp_XP_011662180	OG0002221	Spurp_XP_011662180	Spurp_XP_011662180	OG0002221
NP_999775.2	5_3049	59.748	159	4.57e-49	168.0	Spurp_XP_011662185	Spurp_XP_011662185	OG0002221	Spurp_XP_011662185	Spurp_XP_011662185	OG0002221	Spurp_XP_011662185	Spurp_XP_011662185	OG0002221
NP_999775.2	5_22472	40.678	177	2.49e-20	93.6	Spurp_XP_030843487	Spurp_XP_030843487	Unmapped	Spurp_XP_030843487	Spurp_XP_030843487	Unmapped	Spurp_XP_030843487	Spurp_XP_030843487	Unmapped
NP_999775.2	5_22472	37.745	204	3.05e-19	90.5	Spurp_XP_030843487	Spurp_XP_030843487	Unmapped	Spurp_XP_030843487	Spurp_XP_030843487	Unmapped	Spurp_XP_030843487	Spurp_XP_030843487	Unmapped
NP_999775.2	5_22472	35.565	239	7.09e-18	86.3	Spurp_XP_030843487	Spurp_XP_030843487	Unmapped	Spurp_XP_030843487	Spurp_XP_030843487	Unmapped	Spurp_XP_030843487	Spurp_XP_030843487	Unmapped
NP_999775.2	5_22472	35.135	222	1.33e-13	73.2	Spurp_XP_030843487	Spurp_XP_030843487	Unmapped	Spurp_XP_030843487	Spurp_XP_030843487	Unmapped	Spurp_XP_030843487	Spurp_XP_030843487	Unmapped
NP_999775.2	5_23367	54.802	177	3.07e-11	66.2	Spurp_XP_030844382	Spurp_XP_030844382	OG0001771	Spurp_XP_030844382	Spurp_XP_030844382	OG0001771	Spurp_XP_030844382	Spurp_XP_030844382	OG0001771
sp|Q26264.1|SM41_HEMPU	5_3046	84.524	420	0.0	536.0	Spurp_XP_011662180	Spurp_XP_011662180	OG0002221	Spurp_XP_011662180	Spurp_XP_011662180	OG0002221	Spurp_XP_011662180	Spurp_XP_011662180	OG0002221
sp|Q26264.1|SM41_HEMPU	5_349	78.649	459	0.0	529.0	Spurp_NP_999775	Spurp_NP_999775	OG0002221	Spurp_NP_999775	Spurp_NP_999775	OG0002221	Spurp_NP_999775	Spurp_NP_999775	OG0002221
sp|Q26264.1|SM41_HEMPU	5_3045	79.418	447	0.0	520.0	Spurp_XP_011662176	Spurp_XP_011662176	OG0002221	Spurp_XP_011662176	Spurp_XP_011662176	OG0002221	Spurp_XP_011662176	Spurp_XP_011662176	OG0002221
sp|Q26264.1|SM41_HEMPU	5_3049	59.763	169	3.38e-52	175.0	Spurp_XP_011662185	Spurp_XP_011662185	OG0002221	Spurp_XP_011662185	Spurp_XP_011662185	OG0002221	Spurp_XP_011662185	Spurp_XP_011662185	OG0002221
