qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	extra3	extra4	extra5	gene_id_raw	gene_id_norm	orthogroup
qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped
qseqid	sseqid	pident	length	evalue	bitscore	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped
XP_072176746.1	1_7565	80.899	2424	0.0	4198.0	XP_054769928	XP_054769928	OG0011363	XP_054769928	XP_054769928	OG0011363	XP_054769928	XP_054769928	OG0011363
XP_072176746.1	1_2946	31.722	1138	2.06e-144	505.0	XP_054754673	XP_054754673	OG0009864	XP_054754673	XP_054754673	OG0009864	XP_054754673	XP_054754673	OG0009864
XP_072176746.1	1_19968	26.301	1095	1.76e-86	317.0	XP_063961891	XP_063961891	OG0000867	XP_063961891	XP_063961891	OG0000867	XP_063961891	XP_063961891	OG0000867
XP_072176746.1	1_19968	27.221	529	1.2900000000000001e-26	120.0	XP_063961891	XP_063961891	OG0000867	XP_063961891	XP_063961891	OG0000867	XP_063961891	XP_063961891	OG0000867
XP_072176746.1	1_5512	26.301	1095	1.76e-86	317.0	XP_054762953	XP_054762953	OG0000867	XP_054762953	XP_054762953	OG0000867	XP_054762953	XP_054762953	OG0000867
XP_072176746.1	1_5512	27.221	529	1.2900000000000001e-26	120.0	XP_054762953	XP_054762953	OG0000867	XP_054762953	XP_054762953	OG0000867	XP_054762953	XP_054762953	OG0000867
XP_072176746.1	1_17569	29.375	320	2.96e-26	115.0	XP_063959492	XP_063959492	OG0010866	XP_063959492	XP_063959492	OG0010866	XP_063959492	XP_063959492	OG0010866
XP_072176746.1	1_25563	27.273	209	1.14e-18	90.5	XP_063967486	XP_063967486	OG0001943	XP_063967486	XP_063967486	OG0001943	XP_063967486	XP_063967486	OG0001943
XP_072176746.1	1_15868	26.174	298	1.95e-17	86.7	XP_063957791	XP_063957791	OG0001868	XP_063957791	XP_063957791	OG0001868	XP_063957791	XP_063957791	OG0001868
XP_072176746.1	1_15867	26.174	298	1.95e-17	86.7	XP_063957790	XP_063957790	OG0001868	XP_063957790	XP_063957790	OG0001868	XP_063957790	XP_063957790	OG0001868
XP_072176746.1	1_15866	26.246	301	1.96e-17	86.7	XP_063957789	XP_063957789	OG0001868	XP_063957789	XP_063957789	OG0001868	XP_063957789	XP_063957789	OG0001868
XP_072176746.1	1_15865	26.246	301	1.96e-17	86.7	XP_063957788	XP_063957788	OG0001868	XP_063957788	XP_063957788	OG0001868	XP_063957788	XP_063957788	OG0001868
XP_072176746.1	1_15864	26.246	301	1.96e-17	86.7	XP_063957787	XP_063957787	OG0001868	XP_063957787	XP_063957787	OG0001868	XP_063957787	XP_063957787	OG0001868
XP_072176746.1	1_4563	26.246	301	1.96e-17	86.7	XP_054759078	XP_054759078	OG0001868	XP_054759078	XP_054759078	OG0001868	XP_054759078	XP_054759078	OG0001868
XP_072176746.1	1_18838	26.667	330	2.35e-14	77.8	XP_063960761	XP_063960761	OG0001492	XP_063960761	XP_063960761	OG0001492	XP_063960761	XP_063960761	OG0001492
XP_072176746.1	1_2540	26.957	230	2.78e-14	75.9	XP_054753499	XP_054753499	OG0006481	XP_054753499	XP_054753499	OG0006481	XP_054753499	XP_054753499	OG0006481
XP_072176746.1	1_18839	26.667	330	3.43e-14	77.4	XP_063960762	XP_063960762	OG0001492	XP_063960762	XP_063960762	OG0001492	XP_063960762	XP_063960762	OG0001492
