qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	extra3	extra4	extra5	gene_id_raw	gene_id_norm	orthogroup
qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped
qseqid	sseqid	pident	length	evalue	bitscore	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped
XP_072176746.1	2_18054	80.941	2424	0.0	4214.0	Lvar_XP_041481149	Lvar_XP_041481149	OG0011363	Lvar_XP_041481149	Lvar_XP_041481149	OG0011363	Lvar_XP_041481149	Lvar_XP_041481149	OG0011363
XP_072176746.1	2_14468	31.81	1138	2.9200000000000002e-145	508.0	Lvar_XP_041457046	Lvar_XP_041457046	OG0009864	Lvar_XP_041457046	Lvar_XP_041457046	OG0009864	Lvar_XP_041457046	Lvar_XP_041457046	OG0009864
XP_072176746.1	2_9774	26.527	1097	2.44e-86	317.0	Lvar_XP_041473159	Lvar_XP_041473159	OG0000867	Lvar_XP_041473159	Lvar_XP_041473159	OG0000867	Lvar_XP_041473159	Lvar_XP_041473159	OG0000867
XP_072176746.1	2_9774	27.032	529	3.42e-26	119.0	Lvar_XP_041473159	Lvar_XP_041473159	OG0000867	Lvar_XP_041473159	Lvar_XP_041473159	OG0000867	Lvar_XP_041473159	Lvar_XP_041473159	OG0000867
XP_072176746.1	2_9772	26.527	1097	2.44e-86	317.0	Lvar_XP_041473158	Lvar_XP_041473158	OG0000867	Lvar_XP_041473158	Lvar_XP_041473158	OG0000867	Lvar_XP_041473158	Lvar_XP_041473158	OG0000867
XP_072176746.1	2_9772	27.032	529	3.42e-26	119.0	Lvar_XP_041473158	Lvar_XP_041473158	OG0000867	Lvar_XP_041473158	Lvar_XP_041473158	OG0000867	Lvar_XP_041473158	Lvar_XP_041473158	OG0000867
XP_072176746.1	2_9769	26.527	1097	2.44e-86	317.0	Lvar_XP_041473157	Lvar_XP_041473157	OG0000867	Lvar_XP_041473157	Lvar_XP_041473157	OG0000867	Lvar_XP_041473157	Lvar_XP_041473157	OG0000867
XP_072176746.1	2_9769	27.032	529	3.42e-26	119.0	Lvar_XP_041473157	Lvar_XP_041473157	OG0000867	Lvar_XP_041473157	Lvar_XP_041473157	OG0000867	Lvar_XP_041473157	Lvar_XP_041473157	OG0000867
XP_072176746.1	2_450	29.338	317	1.45e-25	113.0	Lvar_XP_041470957	Lvar_XP_041470957	OG0010866	Lvar_XP_041470957	Lvar_XP_041470957	OG0010866	Lvar_XP_041470957	Lvar_XP_041470957	OG0010866
XP_072176746.1	2_16396	28.708	209	1.03e-19	93.6	Lvar_XP_041483415	Lvar_XP_041483415	OG0001943	Lvar_XP_041483415	Lvar_XP_041483415	OG0001943	Lvar_XP_041483415	Lvar_XP_041483415	OG0001943
XP_072176746.1	2_22290	26.246	301	8.43e-18	88.2	Lvar_XP_041469690	Lvar_XP_041469690	OG0001868	Lvar_XP_041469690	Lvar_XP_041469690	OG0001868	Lvar_XP_041469690	Lvar_XP_041469690	OG0001868
XP_072176746.1	2_22148	26.246	301	8.43e-18	88.2	Lvar_XP_041469689	Lvar_XP_041469689	OG0001868	Lvar_XP_041469689	Lvar_XP_041469689	OG0001868	Lvar_XP_041469689	Lvar_XP_041469689	OG0001868
XP_072176746.1	2_22145	26.246	301	8.43e-18	88.2	Lvar_XP_041469688	Lvar_XP_041469688	OG0001868	Lvar_XP_041469688	Lvar_XP_041469688	OG0001868	Lvar_XP_041469688	Lvar_XP_041469688	OG0001868
