qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	extra3	extra4	extra5	gene_id_raw	gene_id_norm	orthogroup
qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped
qseqid	sseqid	pident	length	evalue	bitscore	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped
XP_011668891.1	3_12005	74.592	429	0.0	684.0	MGLB12006	MGLB12006	OG0009493	MGLB12006	MGLB12006	OG0009493	MGLB12006	MGLB12006	OG0009493
XP_011668891.1	3_12152	52.103	428	1.46e-157	453.0	MGLB12153	MGLB12153	OG0003243	MGLB12153	MGLB12153	OG0003243	MGLB12153	MGLB12153	OG0003243
XP_011668891.1	3_13201	27.753	454	3.1199999999999996e-45	168.0	MGLB13202	MGLB13202	OG0001342	MGLB13202	MGLB13202	OG0001342	MGLB13202	MGLB13202	OG0001342
XP_011668891.1	3_4689	37.662	231	1.28e-42	157.0	MGLB04690	MGLB04690	OG0002840	MGLB04690	MGLB04690	OG0002840	MGLB04690	MGLB04690	OG0002840
XP_011668891.1	3_13524	37.9	219	1.4599999999999998e-40	152.0	MGLB13525	MGLB13525	OG0001342	MGLB13525	MGLB13525	OG0001342	MGLB13525	MGLB13525	OG0001342
XP_011668891.1	3_5626	34.247	219	2.72e-40	144.0	MGLB05627	MGLB05627	Unmapped	MGLB05627	MGLB05627	Unmapped	MGLB05627	MGLB05627	Unmapped
XP_011668891.1	3_10835	36.53	219	1.81e-39	149.0	MGLB10836	MGLB10836	OG0011978	MGLB10836	MGLB10836	OG0011978	MGLB10836	MGLB10836	OG0011978
XP_011668891.1	3_8143	36.986	219	9.149999999999999e-39	149.0	MGLB08144	MGLB08144	OG0000604	MGLB08144	MGLB08144	OG0000604	MGLB08144	MGLB08144	OG0000604
XP_011668891.1	3_8143	27.559	381	1.75e-34	136.0	MGLB08144	MGLB08144	OG0000604	MGLB08144	MGLB08144	OG0000604	MGLB08144	MGLB08144	OG0000604
XP_011668891.1	3_13465	33.632	223	1.56e-35	137.0	MGLB13466	MGLB13466	OG0000604	MGLB13466	MGLB13466	OG0000604	MGLB13466	MGLB13466	OG0000604
XP_011668891.1	3_13411	35.16	219	2.51e-35	137.0	MGLB13412	MGLB13412	OG0011671	MGLB13412	MGLB13412	OG0011671	MGLB13412	MGLB13412	OG0011671
XP_011668891.1	3_14579	26.291	426	6.16e-35	135.0	MGLB14580	MGLB14580	OG0010567	MGLB14580	MGLB14580	OG0010567	MGLB14580	MGLB14580	OG0010567
XP_011668891.1	3_13092	31.489	235	1.6100000000000002e-33	131.0	MGLB13093	MGLB13093	OG0005847	MGLB13093	MGLB13093	OG0005847	MGLB13093	MGLB13093	OG0005847
XP_011668891.1	3_4107	34.978	223	4.2e-33	130.0	MGLB04108	MGLB04108	OG0002840	MGLB04108	MGLB04108	OG0002840	MGLB04108	MGLB04108	OG0002840
XP_011668891.1	3_10630	33.79	219	9.42e-31	124.0	MGLB10631	MGLB10631	OG0011978	MGLB10631	MGLB10631	OG0011978	MGLB10631	MGLB10631	OG0011978
XP_011668891.1	3_13249	28.319	226	2.51e-24	105.0	MGLB13250	MGLB13250	OG0000604	MGLB13250	MGLB13250	OG0000604	MGLB13250	MGLB13250	OG0000604
XP_041461092.1	3_12005	75.524	429	0.0	692.0	MGLB12006	MGLB12006	OG0009493	MGLB12006	MGLB12006	OG0009493	MGLB12006	MGLB12006	OG0009493
