qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	extra3	extra4	extra5	gene_id_raw	gene_id_norm	orthogroup
qseqid	sseqid	pident	length	evalue	bitscore	extra0	extra1	extra2	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped
qseqid	sseqid	pident	length	evalue	bitscore	gene_id_raw	gene_id_norm	orthogroup	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped	Unmapped
XP_011668533.2	5_4127	100.0	481	0.0	1006.0	Spurp_XP_011668533	Spurp_XP_011668533	OG0002685	Spurp_XP_011668533	Spurp_XP_011668533	OG0002685	Spurp_XP_011668533	Spurp_XP_011668533	OG0002685
XP_011668533.2	5_33233	28.829	333	2.93e-43	160.0	Spurp_XP_030854248	Spurp_XP_030854248	OG0011255	Spurp_XP_030854248	Spurp_XP_030854248	OG0011255	Spurp_XP_030854248	Spurp_XP_030854248	OG0011255
XP_011668533.2	5_5064	26.754	456	3.55e-42	157.0	Spurp_XP_011674418	Spurp_XP_011674418	OG0003892	Spurp_XP_011674418	Spurp_XP_011674418	OG0003892	Spurp_XP_011674418	Spurp_XP_011674418	OG0003892
XP_011668533.2	5_814	30.164	305	1.58e-41	155.0	Spurp_XP_001199309	Spurp_XP_001199309	OG0013423	Spurp_XP_001199309	Spurp_XP_001199309	OG0013423	Spurp_XP_001199309	Spurp_XP_001199309	OG0013423
XP_011668533.2	5_36275	30.816	331	7.35e-41	150.0	Spurp_XP_784559	Spurp_XP_784559	OG0012627	Spurp_XP_784559	Spurp_XP_784559	OG0012627	Spurp_XP_784559	Spurp_XP_784559	OG0012627
XP_011668533.2	5_14785	30.169	295	1.81e-40	154.0	Spurp_XP_030835800	Spurp_XP_030835800	OG0011980	Spurp_XP_030835800	Spurp_XP_030835800	OG0011980	Spurp_XP_030835800	Spurp_XP_030835800	OG0011980
XP_011668533.2	5_36065	26.646	319	5.16e-34	134.0	Spurp_XP_783329	Spurp_XP_783329	OG0003892	Spurp_XP_783329	Spurp_XP_783329	OG0003892	Spurp_XP_783329	Spurp_XP_783329	OG0003892
XP_011668533.2	5_18848	29.057	265	2.51e-32	130.0	Spurp_XP_030839863	Spurp_XP_030839863	OG0011980	Spurp_XP_030839863	Spurp_XP_030839863	OG0011980	Spurp_XP_030839863	Spurp_XP_030839863	OG0011980
XP_011668533.2	5_949	22.826	460	3.99e-24	105.0	Spurp_XP_003723319	Spurp_XP_003723319	OG0003706	Spurp_XP_003723319	Spurp_XP_003723319	OG0003706	Spurp_XP_003723319	Spurp_XP_003723319	OG0003706
XP_011668533.2	5_4399	24.776	335	1.0899999999999999e-23	103.0	Spurp_XP_011670235	Spurp_XP_011670235	OG0008271	Spurp_XP_011670235	Spurp_XP_011670235	OG0008271	Spurp_XP_011670235	Spurp_XP_011670235	OG0008271
XP_011668533.2	5_3736	25.246	305	3.9199999999999995e-23	103.0	Spurp_XP_011666026	Spurp_XP_011666026	OG0011405	Spurp_XP_011666026	Spurp_XP_011666026	OG0011405	Spurp_XP_011666026	Spurp_XP_011666026	OG0011405
XP_011668533.2	5_3817	24.679	312	1.2500000000000001e-22	100.0	Spurp_XP_011666648	Spurp_XP_011666648	OG0002936	Spurp_XP_011666648	Spurp_XP_011666648	OG0002936	Spurp_XP_011666648	Spurp_XP_011666648	OG0002936
XP_011668533.2	5_36382	25.341	367	2.29e-21	96.3	Spurp_XP_785137	Spurp_XP_785137	OG0000557	Spurp_XP_785137	Spurp_XP_785137	OG0000557	Spurp_XP_785137	Spurp_XP_785137	OG0000557
